"","state","county","crop","average","event","hyp_loss"
"1","CA","Alameda","Tomatoes",-1.9,"Drought",-2.28
"2","CA","Alpine","Tomatoes",-6.8,"Drought",-8.16
"3","CA","Amador","Tomatoes",-7,"Drought",-8.4
"4","CA","Butte","Tomatoes",-3.8,"Drought",-4.56
"5","CA","Calaveras","Tomatoes",-6.7,"Drought",-8.04
"6","CA","Colusa","Tomatoes",-4.9,"Drought",-5.88
"7","CA","Contra Costa","Tomatoes",-3.4,"Drought",-4.08
"8","CA","Del Norte","Tomatoes",-7.7,"Drought",-9.24
"9","CA","El Dorado","Tomatoes",-6.1,"Drought",-7.32
"10","CA","Fresno","Tomatoes",-9.6,"Drought",-11.52
"11","CA","Glenn","Tomatoes",-5.2,"Drought",-6.24
"12","CA","Humboldt","Tomatoes",-2,"Drought",-2.4
"13","CA","Imperial","Tomatoes",-10.2,"Drought",-12.24
"14","CA","Inyo","Tomatoes",-9.1,"Drought",-10.92
"15","CA","Kern","Tomatoes",-14.2,"Drought",-17.04
"16","CA","Kings","Tomatoes",-5.8,"Drought",-6.96
"17","CA","Lake","Tomatoes",-3.5,"Drought",-4.2
"18","CA","Lassen","Tomatoes",-8.4,"Drought",-10.08
"19","CA","Los Angeles","Tomatoes",-2.7,"Drought",-3.24
"20","CA","Madera","Tomatoes",-10.7,"Drought",-12.84
"21","CA","Mariposa","Tomatoes",-10.7,"Drought",-12.84
"22","CA","Mendocino","Tomatoes",-0.9,"Drought",-1.08
"23","CA","Merced","Tomatoes",-6.9,"Drought",-8.28
"24","CA","Modoc","Tomatoes",-5.7,"Drought",-6.84
"25","CA","Mono","Tomatoes",-5.9,"Drought",-7.08
"26","CA","Monterey","Tomatoes",-3,"Drought",-3.6
"27","CA","Napa","Tomatoes",-1.5,"Drought",-1.8
"28","CA","Nevada","Tomatoes",-4.6,"Drought",-5.52
"29","CA","Orange","Tomatoes",-5.9,"Drought",-7.08
"30","CA","Placer","Tomatoes",-5.6,"Drought",-6.72
"31","CA","Plumas","Tomatoes",-2.6,"Drought",-3.12
"32","CA","Riverside","Tomatoes",-10.1,"Drought",-12.12
"33","CA","Sacramento","Tomatoes",-4.9,"Drought",-5.88
"34","CA","San Benito","Tomatoes",-3.4,"Drought",-4.08
"35","CA","San Bernardino","Tomatoes",-6.7,"Drought",-8.04
"36","CA","San Diego","Tomatoes",-6.8,"Drought",-8.16
"37","CA","San Joaquin","Tomatoes",-3,"Drought",-3.6
"38","CA","San Luis Obispo","Tomatoes",-0.4,"Drought",-0.48
"39","CA","Santa Barbara","Tomatoes",-0.9,"Drought",-1.08
"40","CA","Santa Clara","Tomatoes",-1.4,"Drought",-1.68
"41","CA","Santa Cruz","Tomatoes",-0.1,"Drought",-0.12
"42","CA","Shasta","Tomatoes",-3.4,"Drought",-4.08
"43","CA","Siskiyou","Tomatoes",-2.6,"Drought",-3.12
"44","CA","Solano","Tomatoes",-2.7,"Drought",-3.24
"45","CA","Stanislaus","Tomatoes",-5.6,"Drought",-6.72
"46","CA","Sutter","Tomatoes",-5.1,"Drought",-6.12
"47","CA","Tehama","Tomatoes",-3.4,"Drought",-4.08
"48","CA","Trinity","Tomatoes",-1.3,"Drought",-1.56
"49","CA","Tulare","Tomatoes",-9.6,"Drought",-11.52
"50","CA","Tuolumne","Tomatoes",-6,"Drought",-7.2
"51","CA","Ventura","Tomatoes",-0.3,"Drought",-0.36
"52","CA","Yolo","Tomatoes",-2.9,"Drought",-3.48
"53","CA","Yuba","Tomatoes",-4.4,"Drought",-5.28
"54","IN","Allen","Tomatoes",-2.3,"Drought",-2.76
"55","IN","Benton","Tomatoes",-0.9,"Drought",-1.08
"56","IN","Blackford","Tomatoes",-0.6,"Drought",-0.72
"57","IN","Cass","Tomatoes",-0.1,"Drought",-0.12
"58","IN","Clay","Tomatoes",-0.1,"Drought",-0.12
"59","IN","Clinton","Tomatoes",-0.8,"Drought",-0.96
"60","IN","De Kalb","Tomatoes",-5.4,"Drought",-6.48
"61","IN","Delaware","Tomatoes",-0.7,"Drought",-0.84
"62","IN","Dubois","Tomatoes",-1.1,"Drought",-1.32
"63","IN","Elkhart","Tomatoes",-2.9,"Drought",-3.48
"64","IN","Fayette","Tomatoes",-0.5,"Drought",-0.6
"65","IN","Floyd","Tomatoes",-0.7,"Drought",-0.84
"66","IN","Fountain","Tomatoes",-3.1,"Drought",-3.72
"67","IN","Franklin","Tomatoes",-0.3,"Drought",-0.36
"68","IN","Fulton","Tomatoes",-1.3,"Drought",-1.56
"69","IN","Grant","Tomatoes",-1.3,"Drought",-1.56
"70","IN","Hamilton","Tomatoes",-1.1,"Drought",-1.32
"71","IN","Hancock","Tomatoes",-0.8,"Drought",-0.96
"72","IN","Harrison","Tomatoes",-3.2,"Drought",-3.84
"73","IN","Howard","Tomatoes",-0.3,"Drought",-0.36
"74","IN","Huntington","Tomatoes",-0.7,"Drought",-0.84
"75","IN","Jackson","Tomatoes",-1.2,"Drought",-1.44
"76","IN","Jasper","Tomatoes",-1.7,"Drought",-2.04
"77","IN","Jay","Tomatoes",-0.7,"Drought",-0.84
"78","IN","Jennings","Tomatoes",-0.8,"Drought",-0.96
"79","IN","Kosciusko","Tomatoes",-3.8,"Drought",-4.56
"80","IN","LaGrange","Tomatoes",-4.1,"Drought",-4.92
"81","IN","Lake","Tomatoes",-0.9,"Drought",-1.08
"82","IN","LaPorte","Tomatoes",-1.5,"Drought",-1.8
"83","IN","Madison","Tomatoes",-0.8,"Drought",-0.96
"84","IN","Marshall","Tomatoes",-3.9,"Drought",-4.68
"85","IN","Miami","Tomatoes",-1.1,"Drought",-1.32
"86","IN","Monroe","Tomatoes",-0.4,"Drought",-0.48
"87","IN","Montgomery","Tomatoes",-1,"Drought",-1.2
"88","IN","Newton","Tomatoes",-1.9,"Drought",-2.28
"89","IN","Noble","Tomatoes",-4.8,"Drought",-5.76
"90","IN","Orange","Tomatoes",-0.2,"Drought",-0.24
"91","IN","Parke","Tomatoes",-1.1,"Drought",-1.32
"92","IN","Pike","Tomatoes",-2.9,"Drought",-3.48
"93","IN","Porter","Tomatoes",-1.8,"Drought",-2.16
"94","IN","Pulaski","Tomatoes",-0.8,"Drought",-0.96
"95","IN","Randolph","Tomatoes",-1.9,"Drought",-2.28
"96","IN","Saint Joseph","Tomatoes",-2.4,"Drought",-2.88
"97","IN","Scott","Tomatoes",-0.7,"Drought",-0.84
"98","IN","Shelby","Tomatoes",-1.4,"Drought",-1.68
"99","IN","Starke","Tomatoes",-3.1,"Drought",-3.72
"100","IN","Steuben","Tomatoes",-3.3,"Drought",-3.96
"101","IN","Switzerland","Tomatoes",-0.3,"Drought",-0.36
"102","IN","Tipton","Tomatoes",-1.1,"Drought",-1.32
"103","IN","Vermillion","Tomatoes",-1.7,"Drought",-2.04
"104","IN","Vigo","Tomatoes",-2.8,"Drought",-3.36
"105","IN","Wabash","Tomatoes",-1.9,"Drought",-2.28
"106","IN","Warren","Tomatoes",-2.1,"Drought",-2.52
"107","IN","Washington","Tomatoes",-1,"Drought",-1.2
"108","IN","Wayne","Tomatoes",-0.3,"Drought",-0.36
"109","IN","Wells","Tomatoes",-0.2,"Drought",-0.24
"110","IN","Whitley","Tomatoes",-3.4,"Drought",-4.08
"111","MI","Alcona","Tomatoes",-5.1,"Drought",-6.12
"112","MI","Alger","Tomatoes",-1.6,"Drought",-1.92
"113","MI","Alpena","Tomatoes",-1.4,"Drought",-1.68
"114","MI","Antrim","Tomatoes",-3.4,"Drought",-4.08
"115","MI","Arenac","Tomatoes",-2.3,"Drought",-2.76
"116","MI","Baraga","Tomatoes",-1.1,"Drought",-1.32
"117","MI","Barry","Tomatoes",-0.1,"Drought",-0.12
"118","MI","Bay","Tomatoes",-4,"Drought",-4.8
"119","MI","Benzie","Tomatoes",-0.3,"Drought",-0.36
"120","MI","Berrien","Tomatoes",-1.1,"Drought",-1.32
"121","MI","Branch","Tomatoes",-2.3,"Drought",-2.76
"122","MI","Calhoun","Tomatoes",-0.9,"Drought",-1.08
"123","MI","Cass","Tomatoes",-1.7,"Drought",-2.04
"124","MI","Charlevoix","Tomatoes",-3.5,"Drought",-4.2
"125","MI","Cheboygan","Tomatoes",-2.7,"Drought",-3.24
"126","MI","Clare","Tomatoes",-0.8,"Drought",-0.96
"127","MI","Clinton","Tomatoes",-0.1,"Drought",-0.12
"128","MI","Crawford","Tomatoes",-1.8,"Drought",-2.16
"129","MI","Dickinson","Tomatoes",-1.5,"Drought",-1.8
"130","MI","Emmet","Tomatoes",-3.2,"Drought",-3.84
"131","MI","Genesee","Tomatoes",-3,"Drought",-3.6
"132","MI","Gladwin","Tomatoes",-2.2,"Drought",-2.64
"133","MI","Gogebic","Tomatoes",-0.7,"Drought",-0.84
"134","MI","Grand Traverse","Tomatoes",-2.9,"Drought",-3.48
"135","MI","Gratiot","Tomatoes",-1.6,"Drought",-1.92
"136","MI","Hillsdale","Tomatoes",-4.9,"Drought",-5.88
"137","MI","Houghton","Tomatoes",-2.1,"Drought",-2.52
"138","MI","Huron","Tomatoes",-0.5,"Drought",-0.6
"139","MI","Ingham","Tomatoes",-1.8,"Drought",-2.16
"140","MI","Jackson","Tomatoes",-4.4,"Drought",-5.28
"141","MI","Kalamazoo","Tomatoes",-0.6,"Drought",-0.72
"142","MI","Kalkaska","Tomatoes",-3.4,"Drought",-4.08
"143","MI","Keweenaw","Tomatoes",-0.1,"Drought",-0.12
"144","MI","Lake","Tomatoes",-4,"Drought",-4.8
"145","MI","Lake Hurron","Tomatoes",-3.6,"Drought",-4.32
"146","MI","Lapeer","Tomatoes",-2.2,"Drought",-2.64
"147","MI","Leelanau","Tomatoes",-2.2,"Drought",-2.64
"148","MI","Lenawee","Tomatoes",-5.6,"Drought",-6.72
"149","MI","Livingston","Tomatoes",-2.8,"Drought",-3.36
"150","MI","Luce","Tomatoes",-1.6,"Drought",-1.92
"151","MI","Mackinac","Tomatoes",-0.7,"Drought",-0.84
"152","MI","Macomb","Tomatoes",-2.3,"Drought",-2.76
"153","MI","Manistee","Tomatoes",-0.8,"Drought",-0.96
"154","MI","Mason","Tomatoes",-2.6,"Drought",-3.12
"155","MI","Mecosta","Tomatoes",-0.2,"Drought",-0.24
"156","MI","Midland","Tomatoes",-2.2,"Drought",-2.64
"157","MI","Missaukee","Tomatoes",-3.2,"Drought",-3.84
"158","MI","Montcalm","Tomatoes",-0.2,"Drought",-0.24
"159","MI","Montmorency","Tomatoes",-2.1,"Drought",-2.52
"160","MI","Newaygo","Tomatoes",-0.9,"Drought",-1.08
"161","MI","Oakland","Tomatoes",-4.9,"Drought",-5.88
"162","MI","Oceana","Tomatoes",-1.2,"Drought",-1.44
"163","MI","Ontonagon","Tomatoes",-3.5,"Drought",-4.2
"164","MI","Osceola","Tomatoes",-1.8,"Drought",-2.16
"165","MI","Oscoda","Tomatoes",-4,"Drought",-4.8
"166","MI","Otsego","Tomatoes",-1,"Drought",-1.2
"167","MI","Presque Isle","Tomatoes",-1.5,"Drought",-1.8
"168","MI","Roscommon","Tomatoes",-1.1,"Drought",-1.32
"169","MI","Saginaw","Tomatoes",-2.8,"Drought",-3.36
"170","MI","Sanilac","Tomatoes",-0.1,"Drought",-0.12
"171","MI","Schoolcraft","Tomatoes",-0.6,"Drought",-0.72
"172","MI","Shiawassee","Tomatoes",-0.8,"Drought",-0.96
"173","MI","Tuscola","Tomatoes",-1.3,"Drought",-1.56
"174","MI","Van Buren","Tomatoes",-1.8,"Drought",-2.16
"175","MI","Washtenaw","Tomatoes",-5.1,"Drought",-6.12
"176","MI","Wayne","Tomatoes",-0.8,"Drought",-0.96
"177","MI","Wexford","Tomatoes",-3.6,"Drought",-4.32
"178","OH","Allen","Tomatoes",-1.8,"Drought",-2.16
"179","OH","Ashtabula","Tomatoes",-0.5,"Drought",-0.6
"180","OH","Athens","Tomatoes",-2.3,"Drought",-2.76
"181","OH","Auglaize","Tomatoes",-2.1,"Drought",-2.52
"182","OH","Belmont","Tomatoes",-5.2,"Drought",-6.24
"183","OH","Brown","Tomatoes",-1.2,"Drought",-1.44
"184","OH","Carroll","Tomatoes",-0.2,"Drought",-0.24
"185","OH","Clark","Tomatoes",-1,"Drought",-1.2
"186","OH","Clermont","Tomatoes",-4.5,"Drought",-5.4
"187","OH","Clinton","Tomatoes",-1.3,"Drought",-1.56
"188","OH","Columbiana","Tomatoes",-0.9,"Drought",-1.08
"189","OH","Coshocton","Tomatoes",-2.9,"Drought",-3.48
"190","OH","Cuyahoga","Tomatoes",-5.4,"Drought",-6.48
"191","OH","Darke","Tomatoes",-1.2,"Drought",-1.44
"192","OH","Defiance","Tomatoes",-2.4,"Drought",-2.88
"193","OH","Delaware","Tomatoes",-2.8,"Drought",-3.36
"194","OH","Erie","Tomatoes",-2.3,"Drought",-2.76
"195","OH","Fairfield","Tomatoes",-0.4,"Drought",-0.48
"196","OH","Fulton","Tomatoes",-5.6,"Drought",-6.72
"197","OH","Gallia","Tomatoes",-2.9,"Drought",-3.48
"198","OH","Geauga","Tomatoes",-3.1,"Drought",-3.72
"199","OH","Greene","Tomatoes",-0.3,"Drought",-0.36
"200","OH","Guernsey","Tomatoes",-2.3,"Drought",-2.76
"201","OH","Hamilton","Tomatoes",-1.9,"Drought",-2.28
"202","OH","Hancock","Tomatoes",-1.9,"Drought",-2.28
"203","OH","Hardin","Tomatoes",-5.4,"Drought",-6.48
"204","OH","Harrison","Tomatoes",-1.8,"Drought",-2.16
"205","OH","Highland","Tomatoes",-1.7,"Drought",-2.04
"206","OH","Hocking","Tomatoes",-1.3,"Drought",-1.56
"207","OH","Huron","Tomatoes",-0.8,"Drought",-0.96
"208","OH","Jackson","Tomatoes",-4,"Drought",-4.8
"209","OH","Jefferson","Tomatoes",-2.1,"Drought",-2.52
"210","OH","Lake","Tomatoes",-2.7,"Drought",-3.24
"211","OH","Lawrence","Tomatoes",-3,"Drought",-3.6
"212","OH","Licking","Tomatoes",-2,"Drought",-2.4
"213","OH","Logan","Tomatoes",-1.9,"Drought",-2.28
"214","OH","Lorain","Tomatoes",-4.9,"Drought",-5.88
"215","OH","Mahoning","Tomatoes",-0.7,"Drought",-0.84
"216","OH","Marion","Tomatoes",-3.4,"Drought",-4.08
"217","OH","Medina","Tomatoes",-2.3,"Drought",-2.76
"218","OH","Meigs","Tomatoes",-4.2,"Drought",-5.04
"219","OH","Mercer","Tomatoes",-0.8,"Drought",-0.96
"220","OH","Miami","Tomatoes",-0.6,"Drought",-0.72
"221","OH","Monroe","Tomatoes",-5.4,"Drought",-6.48
"222","OH","Montgomery","Tomatoes",-1.9,"Drought",-2.28
"223","OH","Morgan","Tomatoes",-0.2,"Drought",-0.24
"224","OH","Morrow","Tomatoes",-0.8,"Drought",-0.96
"225","OH","Muskingum","Tomatoes",-3.4,"Drought",-4.08
"226","OH","Noble","Tomatoes",-2.2,"Drought",-2.64
"227","OH","Ottawa","Tomatoes",-1.4,"Drought",-1.68
"228","OH","Paulding","Tomatoes",-0.8,"Drought",-0.96
"229","OH","Perry","Tomatoes",-1.4,"Drought",-1.68
"230","OH","Pickaway","Tomatoes",-0.1,"Drought",-0.12
"231","OH","Pike","Tomatoes",-4.9,"Drought",-5.88
"232","OH","Portage","Tomatoes",-1.5,"Drought",-1.8
"233","OH","Richland","Tomatoes",-0.2,"Drought",-0.24
"234","OH","Ross","Tomatoes",-1.2,"Drought",-1.44
"235","OH","Sandusky","Tomatoes",-2.2,"Drought",-2.64
"236","OH","Scioto","Tomatoes",-3,"Drought",-3.6
"237","OH","Seneca","Tomatoes",-0.9,"Drought",-1.08
"238","OH","Shelby","Tomatoes",-2.4,"Drought",-2.88
"239","OH","Stark","Tomatoes",-0.5,"Drought",-0.6
"240","OH","Summit","Tomatoes",-0.8,"Drought",-0.96
"241","OH","Trumbull","Tomatoes",-1,"Drought",-1.2
"242","OH","Union","Tomatoes",-2.3,"Drought",-2.76
"243","OH","Van Wert","Tomatoes",-1.6,"Drought",-1.92
"244","OH","Vinton","Tomatoes",-0.5,"Drought",-0.6
"245","OH","Warren","Tomatoes",-0.9,"Drought",-1.08
"246","OH","Washington","Tomatoes",-1.7,"Drought",-2.04
"247","OH","Williams","Tomatoes",-4.3,"Drought",-5.16
"248","OH","Wood","Tomatoes",-0.4,"Drought",-0.48
"249","OH","Wyandot","Tomatoes",-2.5,"Drought",-3
"250","WA","Adams","Sweet corn",-4.2,"Drought",-5.04
"251","WA","Asotin","Sweet corn",-2.2,"Drought",-2.64
"252","WA","Chelan","Sweet corn",-1.4,"Drought",-1.68
"253","WA","Clallam","Sweet corn",-2.9,"Drought",-3.48
"254","WA","Clark","Sweet corn",-1.4,"Drought",-1.68
"255","WA","Cowlitz","Sweet corn",-0.6,"Drought",-0.72
"256","WA","Douglas","Sweet corn",-1.6,"Drought",-1.92
"257","WA","Garfield","Sweet corn",-2,"Drought",-2.4
"258","WA","Grant","Sweet corn",-3.6,"Drought",-4.32
"259","WA","Grays Harbor","Sweet corn",-5.3,"Drought",-6.36
"260","WA","Island","Sweet corn",-6.8,"Drought",-8.16
"261","WA","Jefferson","Sweet corn",-3.9,"Drought",-4.68
"262","WA","King","Sweet corn",-4.5,"Drought",-5.4
"263","WA","Kitsap","Sweet corn",-4.5,"Drought",-5.4
"264","WA","Kittitas","Sweet corn",-1.6,"Drought",-1.92
"265","WA","Lincoln","Sweet corn",-3.5,"Drought",-4.2
"266","WA","Mason","Sweet corn",-4.7,"Drought",-5.64
"267","WA","Pacific","Sweet corn",-0.9,"Drought",-1.08
"268","WA","Pend Oreille","Sweet corn",-1.9,"Drought",-2.28
"269","WA","Pierce","Sweet corn",-4.6,"Drought",-5.52
"270","WA","San Juan","Sweet corn",-3.4,"Drought",-4.08
"271","WA","Skagit","Sweet corn",-4.7,"Drought",-5.64
"272","WA","Skamania","Sweet corn",-0.9,"Drought",-1.08
"273","WA","Snohomish","Sweet corn",-6.1,"Drought",-7.32
"274","WA","Spokane","Sweet corn",-4.9,"Drought",-5.88
"275","WA","Stevens","Sweet corn",-0.6,"Drought",-0.72
"276","WA","Thurston","Sweet corn",-5.4,"Drought",-6.48
"277","WA","Wahkiakum","Sweet corn",-1.3,"Drought",-1.56
"278","WA","Walla Walla","Sweet corn",-0.8,"Drought",-0.96
"279","WA","Whatcom","Sweet corn",-1,"Drought",-1.2
"280","WA","Whitman","Sweet corn",-4.5,"Drought",-5.4
"281","WI","Adams","Sweet corn",-7.7,"Drought",-9.24
"282","WI","Ashland","Sweet corn",-3,"Drought",-3.6
"283","WI","Barron","Sweet corn",-7.5,"Drought",-9
"284","WI","Bayfield","Sweet corn",-2,"Drought",-2.4
"285","WI","Brown","Sweet corn",-4.2,"Drought",-5.04
"286","WI","Buffalo","Sweet corn",-9.4,"Drought",-11.28
"287","WI","Burnett","Sweet corn",-7.4,"Drought",-8.88
"288","WI","Calumet","Sweet corn",-7,"Drought",-8.4
"289","WI","Chippewa","Sweet corn",-9,"Drought",-10.8
"290","WI","Clark","Sweet corn",-6.2,"Drought",-7.44
"291","WI","Columbia","Sweet corn",-1.2,"Drought",-1.44
"292","WI","Crawford","Sweet corn",-6.8,"Drought",-8.16
"293","WI","Dane","Sweet corn",-9.1,"Drought",-10.92
"294","WI","Dodge","Sweet corn",-0.2,"Drought",-0.24
"295","WI","Douglas","Sweet corn",-4.6,"Drought",-5.52
"296","WI","Dunn","Sweet corn",-9.9,"Drought",-11.88
"297","WI","Eau Claire","Sweet corn",-7.3,"Drought",-8.76
"298","WI","Florence","Sweet corn",-7,"Drought",-8.4
"299","WI","Fond du Lac","Sweet corn",-5.2,"Drought",-6.24
"300","WI","Forest","Sweet corn",-3.2,"Drought",-3.84
"301","WI","Grant","Sweet corn",-9.5,"Drought",-11.4
"302","WI","Green","Sweet corn",-10.4,"Drought",-12.48
"303","WI","Green Lake","Sweet corn",-9.1,"Drought",-10.92
"304","WI","Iowa","Sweet corn",-9.2,"Drought",-11.04
"305","WI","Iron","Sweet corn",-3,"Drought",-3.6
"306","WI","Jackson","Sweet corn",-6.9,"Drought",-8.28
"307","WI","Jefferson","Sweet corn",-10.6,"Drought",-12.72
"308","WI","Juneau","Sweet corn",-6,"Drought",-7.2
"309","WI","Kenosha","Sweet corn",-5.5,"Drought",-6.6
"310","WI","Kewaunee","Sweet corn",-1.1,"Drought",-1.32
"311","WI","Lafayette","Sweet corn",-11.5,"Drought",-13.8
"312","WI","Lake Superior","Sweet corn",-6,"Drought",-7.2
"313","WI","Langlade","Sweet corn",-2.3,"Drought",-2.76
"314","WI","Lincoln","Sweet corn",-2.3,"Drought",-2.76
"315","WI","Manitowoc","Sweet corn",-4.8,"Drought",-5.76
"316","WI","Marathon","Sweet corn",-7.6,"Drought",-9.12
"317","WI","Marinette","Sweet corn",-1.7,"Drought",-2.04
"318","WI","Marquette","Sweet corn",-9.1,"Drought",-10.92
"319","WI","Menominee","Sweet corn",-6.5,"Drought",-7.8
"320","WI","Milwaukee","Sweet corn",-9.3,"Drought",-11.16
"321","WI","Monroe","Sweet corn",-7.8,"Drought",-9.36
"322","WI","Oconto","Sweet corn",-3.2,"Drought",-3.84
"323","WI","Oneida","Sweet corn",-0.2,"Drought",-0.24
"324","WI","Outagamie","Sweet corn",-5.7,"Drought",-6.84
"325","WI","Pepin","Sweet corn",-6.9,"Drought",-8.28
"326","WI","Pierce","Sweet corn",-7.4,"Drought",-8.88
"327","WI","Polk","Sweet corn",-9.4,"Drought",-11.28
"328","WI","Portage","Sweet corn",-8.7,"Drought",-10.44
"329","WI","Racine","Sweet corn",-8.7,"Drought",-10.44
"330","WI","Richland","Sweet corn",-7.5,"Drought",-9
"331","WI","Rock","Sweet corn",-10.6,"Drought",-12.72
"332","WI","Rusk","Sweet corn",-4.9,"Drought",-5.88
"333","WI","Saint Croix","Sweet corn",-7.3,"Drought",-8.76
"334","WI","Sauk","Sweet corn",-10.2,"Drought",-12.24
"335","WI","Sawyer","Sweet corn",-3.2,"Drought",-3.84
"336","WI","Shawano","Sweet corn",-6.9,"Drought",-8.28
"337","WI","Sheboygan","Sweet corn",-2.9,"Drought",-3.48
"338","WI","Taylor","Sweet corn",-4.9,"Drought",-5.88
"339","WI","Trempealeau","Sweet corn",-9,"Drought",-10.8
"340","WI","Vernon","Sweet corn",-0.3,"Drought",-0.36
"341","WI","Vilas","Sweet corn",-1.8,"Drought",-2.16
"342","WI","Walworth","Sweet corn",-10.7,"Drought",-12.84
"343","WI","Washburn","Sweet corn",-4.4,"Drought",-5.28
"344","WI","Waukesha","Sweet corn",-8.6,"Drought",-10.32
"345","WI","Waupaca","Sweet corn",-7.3,"Drought",-8.76
"346","WI","Waushara","Sweet corn",-8.4,"Drought",-10.08
"347","WI","Winnebago","Sweet corn",-7.4,"Drought",-8.88
"348","WI","Wood","Sweet corn",-7.7,"Drought",-9.24
"349","AL","Baldwin","Berries",-2.9,"Drought",-3.48
"350","AL","Bibb","Berries",-0.4,"Drought",-0.48
"351","AL","Blount","Berries",-0.6,"Drought",-0.72
"352","AL","Butler","Berries",-1.3,"Drought",-1.56
"353","AL","Calhoun","Berries",-0.3,"Drought",-0.36
"354","AL","Cherokee","Berries",-0.3,"Drought",-0.36
"355","AL","Choctaw","Berries",-1.2,"Drought",-1.44
"356","AL","Cleburne","Berries",-1.4,"Drought",-1.68
"357","AL","Coffee","Berries",-1.7,"Drought",-2.04
"358","AL","Colbert","Berries",-0.5,"Drought",-0.6
"359","AL","Conecuh","Berries",-2.4,"Drought",-2.88
"360","AL","Covington","Berries",-2.3,"Drought",-2.76
"361","AL","De Kalb","Berries",-1,"Drought",-1.2
"362","AL","Escambia","Berries",-2.2,"Drought",-2.64
"363","AL","Etowah","Berries",-1.2,"Drought",-1.44
"364","AL","Fayette","Berries",-0.5,"Drought",-0.6
"365","AL","Geneva","Berries",-0.5,"Drought",-0.6
"366","AL","Greene","Berries",-0.3,"Drought",-0.36
"367","AL","Jackson","Berries",-2.5,"Drought",-3
"368","AL","Jefferson","Berries",-1.1,"Drought",-1.32
"369","AL","Lamar","Berries",-2.7,"Drought",-3.24
"370","AL","Lauderdale","Berries",-0.3,"Drought",-0.36
"371","AL","Lawrence","Berries",-1.1,"Drought",-1.32
"372","AL","Limestone","Berries",-1.3,"Drought",-1.56
"373","AL","Madison","Berries",-1.4,"Drought",-1.68
"374","AL","Marion","Berries",-1.4,"Drought",-1.68
"375","AL","Marshall","Berries",-1,"Drought",-1.2
"376","AL","Mobile","Berries",-7.5,"Drought",-9
"377","AL","Monroe","Berries",-1.1,"Drought",-1.32
"378","AL","Morgan","Berries",-0.6,"Drought",-0.72
"379","AL","Randolph","Berries",-0.7,"Drought",-0.84
"380","AL","Saint Clair","Berries",-0.1,"Drought",-0.12
"381","AL","Shelby","Berries",-1,"Drought",-1.2
"382","AL","Sumter","Berries",-0.3,"Drought",-0.36
"383","AL","Tuscaloosa","Berries",-1.3,"Drought",-1.56
"384","AL","Washington","Berries",-2.4,"Drought",-2.88
"385","AL","Wilcox","Berries",-0.7,"Drought",-0.84
"386","AL","Winston","Berries",-0.6,"Drought",-0.72
"387","AL","Autauga","Corn",-0.3,"Drought",-0.36
"388","AL","Baldwin","Corn",-4.2,"Drought",-5.04
"389","AL","Calhoun","Corn",-1.2,"Drought",-1.44
"390","AL","Cherokee","Corn",-5.4,"Drought",-6.48
"391","AL","Choctaw","Corn",-0.1,"Drought",-0.12
"392","AL","Clarke","Corn",-2.3,"Drought",-2.76
"393","AL","Cleburne","Corn",-2.8,"Drought",-3.36
"394","AL","Colbert","Corn",-5.2,"Drought",-6.24
"395","AL","Cullman","Corn",-0.7,"Drought",-0.84
"396","AL","De Kalb","Corn",-4.6,"Drought",-5.52
"397","AL","Escambia","Corn",-3.1,"Drought",-3.72
"398","AL","Etowah","Corn",-2.3,"Drought",-2.76
"399","AL","Fayette","Corn",-0.9,"Drought",-1.08
"400","AL","Franklin","Corn",-2.1,"Drought",-2.52
"401","AL","Greene","Corn",-0.7,"Drought",-0.84
"402","AL","Hale","Corn",-1.3,"Drought",-1.56
"403","AL","Jackson","Corn",-1,"Drought",-1.2
"404","AL","Lamar","Corn",-0.8,"Drought",-0.96
"405","AL","Lauderdale","Corn",-5.9,"Drought",-7.08
"406","AL","Lawrence","Corn",-4,"Drought",-4.8
"407","AL","Limestone","Corn",-6.4,"Drought",-7.68
"408","AL","Madison","Corn",-4,"Drought",-4.8
"409","AL","Marshall","Corn",-2.6,"Drought",-3.12
"410","AL","Morgan","Corn",-3,"Drought",-3.6
"411","AL","Russell","Corn",-1.2,"Drought",-1.44
"412","AL","Tuscaloosa","Corn",-0.8,"Drought",-0.96
"413","AL","Winston","Corn",-0.2,"Drought",-0.24
"414","AL","Barbour","Melons",-0.8,"Drought",-0.96
"415","AL","Bibb","Melons",-1.5,"Drought",-1.8
"416","AL","Blount","Melons",-0.8,"Drought",-0.96
"417","AL","Bullock","Melons",-2.4,"Drought",-2.88
"418","AL","Chambers","Melons",-2.3,"Drought",-2.76
"419","AL","Chilton","Melons",-2.8,"Drought",-3.36
"420","AL","Clay","Melons",-6.1,"Drought",-7.32
"421","AL","Cleburne","Melons",-0.9,"Drought",-1.08
"422","AL","Coosa","Melons",-3.1,"Drought",-3.72
"423","AL","Covington","Melons",-0.9,"Drought",-1.08
"424","AL","Crenshaw","Melons",-1,"Drought",-1.2
"425","AL","Elmore","Melons",-1.7,"Drought",-2.04
"426","AL","Etowah","Melons",-0.8,"Drought",-0.96
"427","AL","Henry","Melons",-4.1,"Drought",-4.92
"428","AL","Houston","Melons",-0.1,"Drought",-0.12
"429","AL","Jackson","Melons",-1.6,"Drought",-1.92
"430","AL","Lee","Melons",-1.6,"Drought",-1.92
"431","AL","Macon","Melons",-4.1,"Drought",-4.92
