"","state","county","crop","average","event","hyp_loss"
"10374","IL","Livingston","Apples",-25.1,"Drought",-30.12
"10375","IL","Logan","Apples",-34.7,"Drought",-41.64
"10376","IL","Macon","Apples",-33.2,"Drought",-39.84
"10377","IL","Macoupin","Apples",-23.7,"Drought",-28.44
"10378","IL","Madison","Apples",-25.6,"Drought",-30.72
"10379","IL","Marion","Apples",-18.2,"Drought",-21.84
"10380","IL","Marshall","Apples",-20.1,"Drought",-24.12
"10381","IL","Mason","Apples",-29.2,"Drought",-35.04
"10382","IL","Massac","Apples",-43.2,"Drought",-51.84
"10383","IL","McDonough","Apples",-28.5,"Drought",-34.2
"10384","IL","McHenry","Apples",-37.5,"Drought",-45
"10385","IL","McLean","Apples",-26.7,"Drought",-32.04
"10386","IL","Menard","Apples",-32.1,"Drought",-38.52
"10387","IL","Mercer","Apples",-27.6,"Drought",-33.12
"10388","IL","Monroe","Apples",-13,"Drought",-15.6
"10389","IL","Montgomery","Apples",-18.9,"Drought",-22.68
"10390","IL","Morgan","Apples",-20,"Drought",-24
"10391","IL","Moultrie","Apples",-26.9,"Drought",-32.28
"10392","IL","Ogle","Apples",-43.9,"Drought",-52.68
"10393","IL","Peoria","Apples",-22.5,"Drought",-27
"10394","IL","Perry","Apples",-14.3,"Drought",-17.16
"10395","IL","Piatt","Apples",-22.2,"Drought",-26.64
"10396","IL","Pike","Apples",-30.9,"Drought",-37.08
"10397","IL","Pope","Apples",-38,"Drought",-45.6
"10398","IL","Pulaski","Apples",-43.7,"Drought",-52.44
"10399","IL","Putnam","Apples",-32.1,"Drought",-38.52
"10400","IL","Randolph","Apples",-12.4,"Drought",-14.88
"10401","IL","Richland","Apples",-26,"Drought",-31.2
"10402","IL","Rock Island","Apples",-33.2,"Drought",-39.84
"10403","IL","Saint Clair","Apples",-14.7,"Drought",-17.64
"10404","IL","Saline","Apples",-0.1,"Drought",-0.12
"10405","IL","Sangamon","Apples",-31.6,"Drought",-37.92
"10406","IL","Schuyler","Apples",-30,"Drought",-36
"10407","IL","Scott","Apples",-20,"Drought",-24
"10408","IL","Shelby","Apples",-18.7,"Drought",-22.44
"10409","IL","Stark","Apples",-17.9,"Drought",-21.48
"10410","IL","Stephenson","Apples",-47.4,"Drought",-56.88
"10411","IL","Tazewell","Apples",-24.6,"Drought",-29.52
"10412","IL","Union","Apples",-42.8,"Drought",-51.36
"10413","IL","Vermilion","Apples",-23.7,"Drought",-28.44
"10414","IL","Wabash","Apples",-31.2,"Drought",-37.44
"10415","IL","Warren","Apples",-29.3,"Drought",-35.16
"10416","IL","Washington","Apples",-15.6,"Drought",-18.72
"10417","IL","Wayne","Apples",-23.8,"Drought",-28.56
"10418","IL","White","Apples",-13,"Drought",-15.6
"10419","IL","Whiteside","Apples",-41.3,"Drought",-49.56
"10420","IL","Will","Apples",-30.8,"Drought",-36.96
"10421","IL","Williamson","Apples",-9.2,"Drought",-11.04
"10422","IL","Winnebago","Apples",-41.8,"Drought",-50.16
"10423","IL","Woodford","Apples",-24.4,"Drought",-29.28
"10424","IL","Adams","Corn",-18.7,"Drought",-22.44
"10425","IL","Alexander","Corn",-20.3,"Drought",-24.36
"10426","IL","Bond","Corn",-18.8,"Drought",-22.56
"10427","IL","Boone","Corn",-23.8,"Drought",-28.56
"10428","IL","Brown","Corn",-19.7,"Drought",-23.64
"10429","IL","Bureau","Corn",-20.4,"Drought",-24.48
"10430","IL","Calhoun","Corn",-16.9,"Drought",-20.28
"10431","IL","Carroll","Corn",-22.3,"Drought",-26.76
"10432","IL","Cass","Corn",-18,"Drought",-21.6
"10433","IL","Champaign","Corn",-20.7,"Drought",-24.84
"10434","IL","Christian","Corn",-19.8,"Drought",-23.76
"10435","IL","Clark","Corn",-27.6,"Drought",-33.12
"10436","IL","Clay","Corn",-19.1,"Drought",-22.92
"10437","IL","Clinton","Corn",-19.8,"Drought",-23.76
"10438","IL","Coles","Corn",-24,"Drought",-28.8
"10439","IL","Cook","Corn",-20,"Drought",-24
"10440","IL","Crawford","Corn",-23.5,"Drought",-28.2
"10441","IL","Cumberland","Corn",-22.6,"Drought",-27.12
"10442","IL","De Kalb","Corn",-22.4,"Drought",-26.88
"10443","IL","De Witt","Corn",-19.6,"Drought",-23.52
"10444","IL","Douglas","Corn",-25.6,"Drought",-30.72
"10445","IL","Dupage","Corn",-22.4,"Drought",-26.88
"10446","IL","Edgar","Corn",-28.5,"Drought",-34.2
"10447","IL","Edwards","Corn",-17,"Drought",-20.4
"10448","IL","Effingham","Corn",-22.1,"Drought",-26.52
"10449","IL","Fayette","Corn",-19.5,"Drought",-23.4
"10450","IL","Ford","Corn",-19,"Drought",-22.8
"10451","IL","Franklin","Corn",-13.8,"Drought",-16.56
"10452","IL","Fulton","Corn",-18.3,"Drought",-21.96
"10453","IL","Gallatin","Corn",-11,"Drought",-13.2
"10454","IL","Greene","Corn",-16.7,"Drought",-20.04
"10455","IL","Grundy","Corn",-20.9,"Drought",-25.08
"10456","IL","Hamilton","Corn",-11.1,"Drought",-13.32
"10457","IL","Hancock","Corn",-18.6,"Drought",-22.32
"10458","IL","Hardin","Corn",-12.1,"Drought",-14.52
"10459","IL","Henderson","Corn",-20.5,"Drought",-24.6
"10460","IL","Henry","Corn",-21.4,"Drought",-25.68
"10461","IL","Iroquois","Corn",-19.3,"Drought",-23.16
"10462","IL","Jackson","Corn",-13.4,"Drought",-16.08
"10463","IL","Jasper","Corn",-22.5,"Drought",-27
"10464","IL","Jefferson","Corn",-16.8,"Drought",-20.16
"10465","IL","Jersey","Corn",-18.5,"Drought",-22.2
"10466","IL","Jo Daviess","Corn",-23.8,"Drought",-28.56
"10467","IL","Johnson","Corn",-21.9,"Drought",-26.28
"10468","IL","Kane","Corn",-22.4,"Drought",-26.88
"10469","IL","Kankakee","Corn",-20.4,"Drought",-24.48
"10470","IL","Kendall","Corn",-21.2,"Drought",-25.44
"10471","IL","Knox","Corn",-19.4,"Drought",-23.28
"10472","IL","La Salle","Corn",-21.3,"Drought",-25.56
"10473","IL","Lake","Corn",-17.9,"Drought",-21.48
"10474","IL","Lawrence","Corn",-20.2,"Drought",-24.24
"10475","IL","Lee","Corn",-22.7,"Drought",-27.24
"10476","IL","Livingston","Corn",-19,"Drought",-22.8
"10477","IL","Logan","Corn",-21.4,"Drought",-25.68
"10478","IL","Macon","Corn",-22.1,"Drought",-26.52
"10479","IL","Macoupin","Corn",-21.3,"Drought",-25.56
"10480","IL","Madison","Corn",-18.7,"Drought",-22.44
"10481","IL","Marion","Corn",-19.5,"Drought",-23.4
"10482","IL","Marshall","Corn",-16.6,"Drought",-19.92
"10483","IL","Mason","Corn",-20,"Drought",-24
"10484","IL","Massac","Corn",-22.9,"Drought",-27.48
"10485","IL","McDonough","Corn",-18.5,"Drought",-22.2
"10486","IL","McHenry","Corn",-23.3,"Drought",-27.96
"10487","IL","McLean","Corn",-20.9,"Drought",-25.08
"10488","IL","Menard","Corn",-20.7,"Drought",-24.84
"10489","IL","Mercer","Corn",-22,"Drought",-26.4
"10490","IL","Monroe","Corn",-13.4,"Drought",-16.08
"10491","IL","Montgomery","Corn",-20.5,"Drought",-24.6
"10492","IL","Morgan","Corn",-16.8,"Drought",-20.16
"10493","IL","Moultrie","Corn",-23.7,"Drought",-28.44
"10494","IL","Ogle","Corn",-22.2,"Drought",-26.64
"10495","IL","Peoria","Corn",-15.6,"Drought",-18.72
"10496","IL","Perry","Corn",-15.6,"Drought",-18.72
"10497","IL","Piatt","Corn",-19.8,"Drought",-23.76
"10498","IL","Pike","Corn",-18.2,"Drought",-21.84
"10499","IL","Pope","Corn",-20.3,"Drought",-24.36
"10500","IL","Pulaski","Corn",-21.7,"Drought",-26.04
"10501","IL","Putnam","Corn",-19.3,"Drought",-23.16
"10502","IL","Randolph","Corn",-15,"Drought",-18
"10503","IL","Richland","Corn",-20.3,"Drought",-24.36
"10504","IL","Rock Island","Corn",-22.8,"Drought",-27.36
"10505","IL","Saint Clair","Corn",-16.3,"Drought",-19.56
"10506","IL","Saline","Corn",-7.7,"Drought",-9.24
"10507","IL","Sangamon","Corn",-21.6,"Drought",-25.92
"10508","IL","Schuyler","Corn",-19.8,"Drought",-23.76
"10509","IL","Scott","Corn",-16.3,"Drought",-19.56
"10510","IL","Shelby","Corn",-21.3,"Drought",-25.56
"10511","IL","Stark","Corn",-15,"Drought",-18
"10512","IL","Stephenson","Corn",-22.4,"Drought",-26.88
"10513","IL","Tazewell","Corn",-19.1,"Drought",-22.92
"10514","IL","Union","Corn",-21,"Drought",-25.2
"10515","IL","Vermilion","Corn",-22.3,"Drought",-26.76
"10516","IL","Wabash","Corn",-20.5,"Drought",-24.6
"10517","IL","Warren","Corn",-21.3,"Drought",-25.56
"10518","IL","Washington","Corn",-17.7,"Drought",-21.24
"10519","IL","Wayne","Corn",-18.5,"Drought",-22.2
"10520","IL","White","Corn",-14,"Drought",-16.8
"10521","IL","Whiteside","Corn",-23.9,"Drought",-28.68
"10522","IL","Will","Corn",-20,"Drought",-24
"10523","IL","Williamson","Corn",-11.8,"Drought",-14.16
"10524","IL","Winnebago","Corn",-21.7,"Drought",-26.04
"10525","IL","Woodford","Corn",-18.4,"Drought",-22.08
"10526","IL","Adams","Oats",-11.3,"Drought",-13.56
"10527","IL","Alexander","Oats",-14.7,"Drought",-17.64
"10528","IL","Bond","Oats",-10.6,"Drought",-12.72
"10529","IL","Boone","Oats",-17.3,"Drought",-20.76
"10530","IL","Brown","Oats",-12,"Drought",-14.4
"10531","IL","Bureau","Oats",-13.6,"Drought",-16.32
"10532","IL","Calhoun","Oats",-11.3,"Drought",-13.56
"10533","IL","Carroll","Oats",-17.1,"Drought",-20.52
"10534","IL","Cass","Oats",-11.9,"Drought",-14.28
"10535","IL","Champaign","Oats",-11.4,"Drought",-13.68
"10536","IL","Christian","Oats",-11.4,"Drought",-13.68
"10537","IL","Clark","Oats",-16.3,"Drought",-19.56
"10538","IL","Clay","Oats",-10.3,"Drought",-12.36
"10539","IL","Clinton","Oats",-11.5,"Drought",-13.8
"10540","IL","Coles","Oats",-13.2,"Drought",-15.84
"10541","IL","Cook","Oats",-13.2,"Drought",-15.84
"10542","IL","Crawford","Oats",-13.9,"Drought",-16.68
"10543","IL","Cumberland","Oats",-13,"Drought",-15.6
"10544","IL","De Kalb","Oats",-17,"Drought",-20.4
"10545","IL","De Witt","Oats",-11.3,"Drought",-13.56
"10546","IL","Douglas","Oats",-15.1,"Drought",-18.12
"10547","IL","Dupage","Oats",-15.8,"Drought",-18.96
"10548","IL","Edgar","Oats",-16.4,"Drought",-19.68
"10549","IL","Edwards","Oats",-9.2,"Drought",-11.04
"10550","IL","Effingham","Oats",-11.8,"Drought",-14.16
"10551","IL","Fayette","Oats",-11.1,"Drought",-13.32
"10552","IL","Ford","Oats",-11,"Drought",-13.2
"10553","IL","Franklin","Oats",-9,"Drought",-10.8
"10554","IL","Fulton","Oats",-11.6,"Drought",-13.92
"10555","IL","Gallatin","Oats",-8.2,"Drought",-9.84
"10556","IL","Greene","Oats",-9.7,"Drought",-11.64
"10557","IL","Grundy","Oats",-14.3,"Drought",-17.16
"10558","IL","Hamilton","Oats",-8.6,"Drought",-10.32
"10559","IL","Hancock","Oats",-11.4,"Drought",-13.68
"10560","IL","Hardin","Oats",-7.7,"Drought",-9.24
"10561","IL","Henderson","Oats",-12.3,"Drought",-14.76
"10562","IL","Henry","Oats",-13.5,"Drought",-16.2
"10563","IL","Iroquois","Oats",-10.5,"Drought",-12.6
"10564","IL","Jackson","Oats",-8.6,"Drought",-10.32
"10565","IL","Jasper","Oats",-12.9,"Drought",-15.48
"10566","IL","Jefferson","Oats",-9.4,"Drought",-11.28
"10567","IL","Jersey","Oats",-11.4,"Drought",-13.68
"10568","IL","Jo Daviess","Oats",-19.6,"Drought",-23.52
"10569","IL","Johnson","Oats",-15.5,"Drought",-18.6
"10570","IL","Kane","Oats",-16.4,"Drought",-19.68
"10571","IL","Kankakee","Oats",-11.8,"Drought",-14.16
"10572","IL","Kendall","Oats",-15.3,"Drought",-18.36
"10573","IL","Knox","Oats",-10.7,"Drought",-12.84
"10574","IL","La Salle","Oats",-14.8,"Drought",-17.76
"10575","IL","Lake","Oats",-13.3,"Drought",-15.96
"10576","IL","Lawrence","Oats",-11,"Drought",-13.2
"10577","IL","Lee","Oats",-16.3,"Drought",-19.56
"10578","IL","Livingston","Oats",-11.8,"Drought",-14.16
"10579","IL","Logan","Oats",-14.7,"Drought",-17.64
"10580","IL","Macon","Oats",-14.4,"Drought",-17.28
"10581","IL","Macoupin","Oats",-12,"Drought",-14.4
"10582","IL","Madison","Oats",-11,"Drought",-13.2
"10583","IL","Marion","Oats",-10.6,"Drought",-12.72
"10584","IL","Marshall","Oats",-10.1,"Drought",-12.12
"10585","IL","Mason","Oats",-13,"Drought",-15.6
"10586","IL","Massac","Oats",-14.1,"Drought",-16.92
"10587","IL","McDonough","Oats",-12.6,"Drought",-15.12
"10588","IL","McHenry","Oats",-16.3,"Drought",-19.56
"10589","IL","McLean","Oats",-12,"Drought",-14.4
"10590","IL","Menard","Oats",-13.5,"Drought",-16.2
"10591","IL","Mercer","Oats",-12.1,"Drought",-14.52
"10592","IL","Monroe","Oats",-8.2,"Drought",-9.84
"10593","IL","Montgomery","Oats",-11.5,"Drought",-13.8
"10594","IL","Morgan","Oats",-10.1,"Drought",-12.12
"10595","IL","Moultrie","Oats",-13.5,"Drought",-16.2
"10596","IL","Ogle","Oats",-17.4,"Drought",-20.88
"10597","IL","Peoria","Oats",-9.5,"Drought",-11.4
"10598","IL","Perry","Oats",-8.8,"Drought",-10.56
"10599","IL","Piatt","Oats",-11.7,"Drought",-14.04
"10600","IL","Pike","Oats",-11.7,"Drought",-14.04
"10601","IL","Pope","Oats",-12.4,"Drought",-14.88
"10602","IL","Pulaski","Oats",-14.7,"Drought",-17.64
"10603","IL","Putnam","Oats",-12.5,"Drought",-15
"10604","IL","Randolph","Oats",-8.7,"Drought",-10.44
"10605","IL","Richland","Oats",-11.3,"Drought",-13.56
"10606","IL","Rock Island","Oats",-13.5,"Drought",-16.2
"10607","IL","Saint Clair","Oats",-9.1,"Drought",-10.92
"10608","IL","Saline","Oats",-8.9,"Drought",-10.68
"10609","IL","Sangamon","Oats",-13.7,"Drought",-16.44
"10610","IL","Schuyler","Oats",-12.5,"Drought",-15
"10611","IL","Scott","Oats",-9.7,"Drought",-11.64
"10612","IL","Shelby","Oats",-11.6,"Drought",-13.92
"10613","IL","Stark","Oats",-8.9,"Drought",-10.68
"10614","IL","Stephenson","Oats",-18.6,"Drought",-22.32
"10615","IL","Tazewell","Oats",-11.7,"Drought",-14.04
"10616","IL","Union","Oats",-15.8,"Drought",-18.96
"10617","IL","Vermilion","Oats",-12,"Drought",-14.4
"10618","IL","Wabash","Oats",-11.7,"Drought",-14.04
"10619","IL","Warren","Oats",-12.3,"Drought",-14.76
"10620","IL","Washington","Oats",-9.8,"Drought",-11.76
"10621","IL","Wayne","Oats",-10.4,"Drought",-12.48
"10622","IL","White","Oats",-8.6,"Drought",-10.32
"10623","IL","Whiteside","Oats",-16.1,"Drought",-19.32
"10624","IL","Will","Oats",-12.9,"Drought",-15.48
"10625","IL","Williamson","Oats",-9,"Drought",-10.8
"10626","IL","Winnebago","Oats",-17.2,"Drought",-20.64
"10627","IL","Woodford","Oats",-11.6,"Drought",-13.92
"10628","IL","Adams","Stone fruits",-7.1,"Drought",-8.52
"10629","IL","Alexander","Stone fruits",-22,"Drought",-26.4
"10630","IL","Boone","Stone fruits",-6.7,"Drought",-8.04
"10631","IL","Brown","Stone fruits",-2.2,"Drought",-2.64
"10632","IL","Bureau","Stone fruits",-5.1,"Drought",-6.12
"10633","IL","Calhoun","Stone fruits",-8.4,"Drought",-10.08
"10634","IL","Carroll","Stone fruits",-10.8,"Drought",-12.96
"10635","IL","Cass","Stone fruits",-8.2,"Drought",-9.84
"10636","IL","Clark","Stone fruits",-3.2,"Drought",-3.84
"10637","IL","Clay","Stone fruits",-6.2,"Drought",-7.44
"10638","IL","Cook","Stone fruits",-6.9,"Drought",-8.28
"10639","IL","Crawford","Stone fruits",-9.2,"Drought",-11.04
"10640","IL","Cumberland","Stone fruits",-8.1,"Drought",-9.72
"10641","IL","De Kalb","Stone fruits",-8.4,"Drought",-10.08
"10642","IL","Douglas","Stone fruits",-0.1,"Drought",-0.12
"10643","IL","Dupage","Stone fruits",-7,"Drought",-8.4
"10644","IL","Edwards","Stone fruits",-12,"Drought",-14.4
"10645","IL","Ford","Stone fruits",-0.1,"Drought",-0.12
"10646","IL","Franklin","Stone fruits",-24.8,"Drought",-29.76
"10647","IL","Fulton","Stone fruits",-6.6,"Drought",-7.92
"10648","IL","Gallatin","Stone fruits",-29.4,"Drought",-35.28
"10649","IL","Greene","Stone fruits",-1.5,"Drought",-1.8
"10650","IL","Grundy","Stone fruits",-2.2,"Drought",-2.64
"10651","IL","Hamilton","Stone fruits",-27.6,"Drought",-33.12
"10652","IL","Hancock","Stone fruits",-9.2,"Drought",-11.04
"10653","IL","Hardin","Stone fruits",-29.5,"Drought",-35.4
"10654","IL","Henderson","Stone fruits",-2.1,"Drought",-2.52
"10655","IL","Henry","Stone fruits",-2.3,"Drought",-2.76
"10656","IL","Jackson","Stone fruits",-25.8,"Drought",-30.96
"10657","IL","Jasper","Stone fruits",-7.4,"Drought",-8.88
"10658","IL","Jefferson","Stone fruits",-9.3,"Drought",-11.16
"10659","IL","Jersey","Stone fruits",-4.8,"Drought",-5.76
"10660","IL","Jo Daviess","Stone fruits",-15.1,"Drought",-18.12
"10661","IL","Johnson","Stone fruits",-23.6,"Drought",-28.32
"10662","IL","Kane","Stone fruits",-8.7,"Drought",-10.44
"10663","IL","Kendall","Stone fruits",-7.4,"Drought",-8.88
"10664","IL","La Salle","Stone fruits",-4.1,"Drought",-4.92
"10665","IL","Lake","Stone fruits",-5.6,"Drought",-6.72
"10666","IL","Lawrence","Stone fruits",-7.2,"Drought",-8.64
"10667","IL","Lee","Stone fruits",-7.2,"Drought",-8.64
"10668","IL","Livingston","Stone fruits",-0.8,"Drought",-0.96
"10669","IL","Logan","Stone fruits",-6.9,"Drought",-8.28
"10670","IL","Macon","Stone fruits",-5.5,"Drought",-6.6
"10671","IL","Madison","Stone fruits",-6.8,"Drought",-8.16
"10672","IL","Mason","Stone fruits",-6.1,"Drought",-7.32
"10673","IL","Massac","Stone fruits",-12.5,"Drought",-15
"10674","IL","McDonough","Stone fruits",-12.7,"Drought",-15.24
"10675","IL","McHenry","Stone fruits",-4.6,"Drought",-5.52
"10676","IL","Menard","Stone fruits",-4.4,"Drought",-5.28
"10677","IL","Monroe","Stone fruits",-18.7,"Drought",-22.44
"10678","IL","Morgan","Stone fruits",-3.8,"Drought",-4.56
"10679","IL","Ogle","Stone fruits",-10.2,"Drought",-12.24
"10680","IL","Peoria","Stone fruits",-0.1,"Drought",-0.12
"10681","IL","Perry","Stone fruits",-21.1,"Drought",-25.32
"10682","IL","Piatt","Stone fruits",-3.9,"Drought",-4.68
"10683","IL","Pike","Stone fruits",-6.2,"Drought",-7.44
"10684","IL","Pope","Stone fruits",-14.7,"Drought",-17.64
"10685","IL","Pulaski","Stone fruits",-18.9,"Drought",-22.68
"10686","IL","Randolph","Stone fruits",-20,"Drought",-24
"10687","IL","Richland","Stone fruits",-7.4,"Drought",-8.88
"10688","IL","Saint Clair","Stone fruits",-9.9,"Drought",-11.88
"10689","IL","Saline","Stone fruits",-37,"Drought",-44.4
"10690","IL","Sangamon","Stone fruits",-2.3,"Drought",-2.76
"10691","IL","Schuyler","Stone fruits",-7.4,"Drought",-8.88
"10692","IL","Scott","Stone fruits",-4.9,"Drought",-5.88
"10693","IL","Stark","Stone fruits",-3.3,"Drought",-3.96
"10694","IL","Stephenson","Stone fruits",-14.2,"Drought",-17.04
"10695","IL","Tazewell","Stone fruits",-2.3,"Drought",-2.76
"10696","IL","Union","Stone fruits",-25.5,"Drought",-30.6
"10697","IL","Wabash","Stone fruits",-4.7,"Drought",-5.64
"10698","IL","Washington","Stone fruits",-5.3,"Drought",-6.36
"10699","IL","Wayne","Stone fruits",-6,"Drought",-7.2
"10700","IL","White","Stone fruits",-22.5,"Drought",-27
"10701","IL","Whiteside","Stone fruits",-3.8,"Drought",-4.56
"10702","IL","Will","Stone fruits",-4.8,"Drought",-5.76
"10703","IL","Williamson","Stone fruits",-32.5,"Drought",-39
"10704","IL","Winnebago","Stone fruits",-11.1,"Drought",-13.32
"10705","IL","Woodford","Stone fruits",-3.1,"Drought",-3.72
"10706","IL","Adams","Potatoes",-9.2,"Drought",-11.04
"10707","IL","Alexander","Potatoes",-10.1,"Drought",-12.12
"10708","IL","Bond","Potatoes",-10.7,"Drought",-12.84
"10709","IL","Boone","Potatoes",-10.4,"Drought",-12.48
"10710","IL","Brown","Potatoes",-9.7,"Drought",-11.64
"10711","IL","Bureau","Potatoes",-9.7,"Drought",-11.64
"10712","IL","Calhoun","Potatoes",-8.9,"Drought",-10.68
"10713","IL","Carroll","Potatoes",-10.4,"Drought",-12.48
"10714","IL","Cass","Potatoes",-9.2,"Drought",-11.04
"10715","IL","Champaign","Potatoes",-10.2,"Drought",-12.24
"10716","IL","Christian","Potatoes",-11,"Drought",-13.2
"10717","IL","Clark","Potatoes",-12.7,"Drought",-15.24
"10718","IL","Clay","Potatoes",-9.9,"Drought",-11.88
"10719","IL","Clinton","Potatoes",-11.8,"Drought",-14.16
"10720","IL","Coles","Potatoes",-11.1,"Drought",-13.32
"10721","IL","Cook","Potatoes",-8.4,"Drought",-10.08
"10722","IL","Crawford","Potatoes",-10.6,"Drought",-12.72
"10723","IL","Cumberland","Potatoes",-10,"Drought",-12
"10724","IL","De Kalb","Potatoes",-9.9,"Drought",-11.88
"10725","IL","De Witt","Potatoes",-9.5,"Drought",-11.4
"10726","IL","Douglas","Potatoes",-11.1,"Drought",-13.32
"10727","IL","Dupage","Potatoes",-9.5,"Drought",-11.4
"10728","IL","Edgar","Potatoes",-12.1,"Drought",-14.52
"10729","IL","Edwards","Potatoes",-8.8,"Drought",-10.56
"10730","IL","Effingham","Potatoes",-10.7,"Drought",-12.84
"10731","IL","Fayette","Potatoes",-11.2,"Drought",-13.44
"10732","IL","Ford","Potatoes",-9.2,"Drought",-11.04
"10733","IL","Franklin","Potatoes",-6.1,"Drought",-7.32
"10734","IL","Fulton","Potatoes",-8.1,"Drought",-9.72
"10735","IL","Gallatin","Potatoes",-5,"Drought",-6
"10736","IL","Greene","Potatoes",-9,"Drought",-10.8
"10737","IL","Grundy","Potatoes",-10.1,"Drought",-12.12
"10738","IL","Hamilton","Potatoes",-5.2,"Drought",-6.24
"10739","IL","Hancock","Potatoes",-8.5,"Drought",-10.2
"10740","IL","Hardin","Potatoes",-4.6,"Drought",-5.52
"10741","IL","Henderson","Potatoes",-9,"Drought",-10.8
"10742","IL","Henry","Potatoes",-9.2,"Drought",-11.04
"10743","IL","Iroquois","Potatoes",-9.4,"Drought",-11.28
"10744","IL","Jackson","Potatoes",-5.8,"Drought",-6.96
"10745","IL","Jasper","Potatoes",-10.5,"Drought",-12.6
"10746","IL","Jefferson","Potatoes",-9,"Drought",-10.8
"10747","IL","Jersey","Potatoes",-9.7,"Drought",-11.64
"10748","IL","Jo Daviess","Potatoes",-10.3,"Drought",-12.36
"10749","IL","Johnson","Potatoes",-9.4,"Drought",-11.28
"10750","IL","Kane","Potatoes",-9.6,"Drought",-11.52
"10751","IL","Kankakee","Potatoes",-9.4,"Drought",-11.28
"10752","IL","Kendall","Potatoes",-9.3,"Drought",-11.16
"10753","IL","Knox","Potatoes",-8.3,"Drought",-9.96
"10754","IL","La Salle","Potatoes",-10.3,"Drought",-12.36
"10755","IL","Lake","Potatoes",-8.1,"Drought",-9.72
"10756","IL","Lawrence","Potatoes",-10.1,"Drought",-12.12
"10757","IL","Lee","Potatoes",-10.4,"Drought",-12.48
"10758","IL","Livingston","Potatoes",-9.6,"Drought",-11.52
"10759","IL","Logan","Potatoes",-10,"Drought",-12
"10760","IL","Macon","Potatoes",-10.3,"Drought",-12.36
"10761","IL","Macoupin","Potatoes",-11.1,"Drought",-13.32
"10762","IL","Madison","Potatoes",-10,"Drought",-12
"10763","IL","Marion","Potatoes",-10.5,"Drought",-12.6
"10764","IL","Marshall","Potatoes",-9.3,"Drought",-11.16
"10765","IL","Mason","Potatoes",-9.1,"Drought",-10.92
"10766","IL","Massac","Potatoes",-10.4,"Drought",-12.48
"10767","IL","McDonough","Potatoes",-8.1,"Drought",-9.72
"10768","IL","McHenry","Potatoes",-9.9,"Drought",-11.88
"10769","IL","McLean","Potatoes",-10.4,"Drought",-12.48
"10770","IL","Menard","Potatoes",-10.3,"Drought",-12.36
"10771","IL","Mercer","Potatoes",-9.3,"Drought",-11.16
"10772","IL","Monroe","Potatoes",-7.6,"Drought",-9.12
"10773","IL","Montgomery","Potatoes",-11.5,"Drought",-13.8
"10774","IL","Morgan","Potatoes",-9.5,"Drought",-11.4
"10775","IL","Moultrie","Potatoes",-11.2,"Drought",-13.44
"10776","IL","Ogle","Potatoes",-10.2,"Drought",-12.24
"10777","IL","Peoria","Potatoes",-8.1,"Drought",-9.72
"10778","IL","Perry","Potatoes",-6.9,"Drought",-8.28
"10779","IL","Piatt","Potatoes",-9,"Drought",-10.8
"10780","IL","Pike","Potatoes",-9.2,"Drought",-11.04
"10781","IL","Pope","Potatoes",-8.3,"Drought",-9.96
"10782","IL","Pulaski","Potatoes",-10.2,"Drought",-12.24
"10783","IL","Putnam","Potatoes",-10.6,"Drought",-12.72
"10784","IL","Randolph","Potatoes",-6.4,"Drought",-7.68
"10785","IL","Richland","Potatoes",-10.3,"Drought",-12.36
"10786","IL","Rock Island","Potatoes",-10.1,"Drought",-12.12
"10787","IL","Saint Clair","Potatoes",-9.1,"Drought",-10.92
"10788","IL","Saline","Potatoes",-2.5,"Drought",-3
"10789","IL","Sangamon","Potatoes",-11.2,"Drought",-13.44
"10790","IL","Schuyler","Potatoes",-8.9,"Drought",-10.68
"10791","IL","Scott","Potatoes",-8.2,"Drought",-9.84
"10792","IL","Shelby","Potatoes",-10.8,"Drought",-12.96
"10793","IL","Stark","Potatoes",-7.1,"Drought",-8.52
"10794","IL","Stephenson","Potatoes",-10.2,"Drought",-12.24
"10795","IL","Tazewell","Potatoes",-8.9,"Drought",-10.68
"10796","IL","Union","Potatoes",-9.8,"Drought",-11.76
"10797","IL","Vermilion","Potatoes",-10.1,"Drought",-12.12
"10798","IL","Wabash","Potatoes",-10.5,"Drought",-12.6
"10799","IL","Warren","Potatoes",-9,"Drought",-10.8
"10800","IL","Washington","Potatoes",-9.7,"Drought",-11.64
"10801","IL","Wayne","Potatoes",-9.6,"Drought",-11.52
"10802","IL","White","Potatoes",-7.1,"Drought",-8.52
"10803","IL","Whiteside","Potatoes",-10.6,"Drought",-12.72
"10804","IL","Will","Potatoes",-8.9,"Drought",-10.68
"10805","IL","Williamson","Potatoes",-5.4,"Drought",-6.48
"10806","IL","Winnebago","Potatoes",-10,"Drought",-12
"10807","IL","Woodford","Potatoes",-8.8,"Drought",-10.56
"10808","IL","Adams","Sweet corn",-8.3,"Drought",-9.96
"10809","IL","Alexander","Sweet corn",-9,"Drought",-10.8
"10810","IL","Bond","Sweet corn",-8.1,"Drought",-9.72
"10811","IL","Boone","Sweet corn",-10.4,"Drought",-12.48
"10812","IL","Brown","Sweet corn",-9.7,"Drought",-11.64
"10813","IL","Bureau","Sweet corn",-9.3,"Drought",-11.16
"10814","IL","Calhoun","Sweet corn",-8,"Drought",-9.6
"10815","IL","Carroll","Sweet corn",-10.3,"Drought",-12.36
"10816","IL","Cass","Sweet corn",-7.5,"Drought",-9
