,State_Abbr,Year,Crop_Name,Price_Received_USD_kg,Crop_Area_ha,Production_kg,FIPS,kcal_kg,Production_kcal,Production_USD,crop_code,state_pixels,kcal_pixel_state
163,NC,2017,MELONS-WATERMELON,0.2380994352,2873.3306353703,96615096.0,37,156.0,15071954976.0,21468504.1297803,crop_48,21973.0,685930.6865698812
164,NC,2017,STRAWBERRIES-ALL CLASSES,3.47977915296,404.694455685957,6123492.0,37,301.0,1843171092.0,19886083.8723271,crop_221,202.0,9124609.366336634
165,NC,2015,SWEET CORN-ALL CLASSES,0.683433564,1861.5944961554,17735447.2,37,310.0,5497988632.0,10530903.2407566,crop_12,0.0,
166,NC,2017,TOMATOES-ALL CLASSES,0.96275947548,1295.02225819506,47899315.2,37,187.0,8957171942.4,43037351.3983207,crop_54,4632.0,1933759.0549222797
167,NC,2001,EGGPLANT-ALL CLASSES,0.462971124,125.455281262647,1678290.4,37,203.0,340692951.2,1130317.90872686,crop_248,90.0,3785477.235555555
168,NC,2001,PEPPERS-CHILE,0.5511561,263.051396195872,3265862.4,37,292.0,953631820.8,2618497.08585373,crop_216,595.0,1602742.5559663866
169,NC,2017,SQUASH-ALL CLASSES,1.0008994776,1133.14447592068,12319558.72,37,210.0,2587107331.2,11507581.1060179,crop_222,14273.0,181258.8335458558
170,NC,2017,APPLES-ALL CLASSES,0.544640691374,2104.41116956698,47165040.0,37,468.0,22073238720.0,23973349.8092499,crop_68,46702.0,472640.1164832341
171,NC,2017,BLUEBERRIES-TAME,4.67464884904,2549.57507082153,11655207.0,37,542.0,6317122194.0,50847243.4991892,crop_242,7478.0,844760.9245787644
172,NC,2017,GRAPES-ALL CLASSES,0.809096274,930.797248077701,6540803.85,37,557.0,3643227744.45,4938894.58358454,crop_69,5742.0,634487.5904649948
173,NC,2017,PEACHES-ALL CLASSES,1.69755894,323.755564548766,1578501.9,37,374.0,590359710.6,2500739.19551885,crop_67,2895.0,203923.9069430052
174,NC,2008,PECANS-ALL CLASSES,2.6460276504,357.3452043707,317457.0,37,3662.0,1162527534.0,786360.818175871,crop_74,939.0,1238048.4920127795
175,NC,2017,MELONS-CANTALOUP,0.573202344,485.633346823148,11158363.2,37,173.0,1930396833.6,5969072.87489459,crop_209,487.0,3963853.8677618066
176,NC,2017,PUMPKINS-ALL CLASSES,0.4100601384,1092.67503035208,25718666.4,37,182.0,4680797284.8,9842250.83696268,crop_229,1718.0,2724561.865424913
177,NY,1999,CARROTS-ALL CLASSES,0.214070934100562,789.154188587616,33366253.05,36,365.0,12178682363.25,10960919.5999515,crop_206,2809.0,4335593.578942684
178,NY,2017,SWEET CORN-ALL CLASSES,0.21318717948,10400.6475111291,151545087.2,36,310.0,46978977032.0,30150976.0527628,crop_12,0.0,
179,NY,2015,"BEANS-DRY EDIBLE, INCL CHICKPEAS",0.759079738725,3156.61675435047,5352385.6,36,3506.0,18765463913.6,3529896.47228608,crop_42,0.0,
180,NY,2017,CORN-ALL CLASSES-GRAIN,0.16022865133,196276.811007689,1983452702.0,36,3650.0,7239602362300.0,296592698.789641,crop_1,5052692.0,1432820.8333894091
181,NY,2017,OATS-ALL CLASSES,0.1515673434,14164.3059490085,27941375.0,36,3890.0,108691948750.0,3952317.65719202,crop_28,68055.0,1597119.223422232
182,NY,2017,POTATOES-ALL CLASSES,0.2777826744,5827.60016187778,182888294.4,36,578.0,105709434163.2,47412133.0640783,crop_43,38877.0,2719073.852488618
183,NY,1999,RYE-ALL CLASSES,0.0590523285,6070.41683528936,14478684.0,36,3380.0,48937951920.0,1312042.68878221,crop_27,32643.0,1499186.714456392
184,NY,2017,WHEAT-ALL CLASSES,0.17930958296,50586.8069607446,227929812.5,36,3338.0,760829714125.0,38141965.0380249,crop_22,0.0,
185,NY,2017,CABBAGE-ALL CLASSES,0.3108520404,5139.61958721166,239065663.6,36,200.0,47813132720.0,69353655.4219137,crop_243,30537.0,1565744.2682647281
186,NY,2015,CAULIFLOWER-ALL CLASSES,1.1045168244,165.924726831242,2041164.0,36,98.0,200034072.0,1958742.7898924,crop_244,0.0,
187,NY,2015,CHERRIES-SWEET,4.48640577,283.28611898017,698532.45,36,514.0,359045679.3,2722778.49336046,crop_66,1180.0,304275.99940677965
188,NY,2015,CUCUMBERS-ALL CLASSES,1.2544312836,768.919465803318,13789196.8,36,146.0,2013222732.8,15028409.528695,crop_50,5179.0,388728.0812512068
189,NY,2017,SOYBEANS-ALL CLASSES,0.34024728242,107244.030756779,324544837.5,36,4460.0,1447469975250.0,103054699.29793,crop_5,1189475.0,1216898.1905882847
190,NY,2017,STRAWBERRIES-ALL CLASSES,4.90617113976,485.633346823148,2122810.56,36,301.0,638965978.56,9719688.86033445,crop_221,169.0,3780863.7784615383
191,NY,2015,TOMATOES-ALL CLASSES,2.31485562,930.797248077701,13562400.8,36,187.0,2536168949.6,27276438.1852615,crop_54,43.0,58980673.24651162
192,NY,2017,BARLEY-ALL CLASSES,0.172756945452,3372.45379738298,9674203.06666667,36,3530.0,34149936825.3333,1559728.9956331,crop_21,13407.0,2547172.1358494293
193,NY,2001,EGGPLANT-ALL CLASSES,0.8972821308,210.441116956698,5443104.0,36,203.0,1104950112.0,7104855.42628311,crop_248,0.0,
194,NY,2017,PUMPKINS-ALL CLASSES,0.429901758,2266.28895184136,26671209.6,36,182.0,4854160147.2,10700655.0318232,crop_229,1765.0,2750232.378016997
195,NY,2017,SQUASH-ALL CLASSES,0.8443711452,2185.35006070417,36740952.0,36,210.0,7715599920.0,28952243.2454432,crop_222,10570.0,729952.6887417219
196,NY,2017,APPLES-ALL CLASSES,0.593151198298,17644.6782679077,612238500.0,36,468.0,286527618000.0,338910074.090202,crop_68,179823.0,1593386.9304816404
197,NY,2017,BLUEBERRIES-TAME,5.4023064529,323.755564548766,734686.2,36,542.0,398199920.4,3704072.92871819,crop_242,861.0,462485.3895470383
198,NY,2017,GRAPES-ALL CLASSES,0.406752759,13354.9170376366,169643595.0,36,557.0,94491482415.0,64397114.0126837,crop_69,126229.0,748571.9003953133
199,NY,2017,PEACHES-ALL CLASSES,1.89597492,485.633346823148,4363559.85,36,374.0,1631971383.9,7720971.60485391,crop_67,1889.0,863934.0306511382
200,NY,2015,PEARS-ALL CLASSES,0.833347116,404.694455685957,5878558.8,36,513.0,3015700664.4,4256219.12171852,crop_77,758.0,3978496.9187335093
201,NY,2017,ONIONS-DRY,0.4254925092,2792.3917442331,137710531.2,36,360.0,49575791232.0,54683650.9208683,crop_49,37192.0,1332969.220047322
202,OH,2017,TOMATOES-ALL CLASSES,0.39771424176,2225.81950627276,122243044.0,39,187.0,22859449228.0,45372606.5067308,crop_54,6728.0,3397658.922116528
203,OH,2017,CORN-ALL CLASSES-GRAIN,0.14211927059,1274787.53541076,14162439060.0,39,3650.0,51692902569000.0,1878405944.72411,crop_1,13911048.0,3715960.333757744
204,OH,2017,OATS-ALL CLASSES,0.24181880697,8093.88911371914,20321000.0,39,3890.0,79048690000.0,4585995.03363438,crop_28,12494.0,6326932.127421162
205,OH,2015,POTATOES-ALL CLASSES,0.2821919232,485.633346823148,12519139.2,39,578.0,7236062457.6,3069348.64853931,crop_43,1281.0,5648760.700702576
206,OH,1999,RYE-ALL CLASSES,0.07716170924,1618.77782274383,3657772.8,39,3380.0,12363272064.0,433112.197054844,crop_27,6680.0,1850789.2311377246
207,OH,2017,SOYBEANS-ALL CLASSES,0.35347503854,2059894.77944152,6857081302.5,39,4460.0,30582582609150.0,2262020202.27836,crop_5,21420703.0,1427711.4345476897
208,OH,2004,SUGARBEETS-ALL CLASSES,0.0291010104,687.980574666127,33565845.0,39,700.0,23496091500.0,1196243.3144274,crop_41,98.0,239756035.7142857
209,OH,2017,WHEAT-ALL CLASSES,0.1800444583,186159.44961554,926415620.0,39,3338.0,3092375339560.0,155662520.197759,crop_22,0.0,
210,OH,2015,CABBAGE-ALL CLASSES,0.22046244,445.163901254553,18461194.4,39,200.0,3692238880.0,3536075.91699361,crop_243,1450.0,2546371.6413793103
211,OH,2017,CUCUMBERS-ALL CLASSES,0.3571491528,809.388911371914,15422128.0,39,146.0,2251630688.0,5140346.05924318,crop_50,1245.0,1808538.7052208835
212,OH,1999,MELONS-CANTALOUP,0.4695849972,263.051396195872,3674095.2,39,173.0,635618469.6,2647564.00015127,crop_209,0.0,
213,OH,2015,STRAWBERRIES-ALL CLASSES,3.74786148,218.535006070417,1043261.6,39,301.0,314021741.6,3397065.5615344,crop_221,0.0,
214,OH,2017,SWEET CORN-ALL CLASSES,0.573202344,3642.25010117361,36740952.0,39,310.0,11389695120.0,19654264.3441651,crop_12,0.0,
215,OH,2008,BARLEY-ALL CLASSES,0.1791258651,2023.47227842979,7838064.0,39,3530.0,27668365920.0,1314345.93429066,crop_21,932.0,29687087.89699571
216,OH,2017,PUMPKINS-ALL CLASSES,0.2998289184,1416.43059490085,26988724.0,39,182.0,4911947768.0,7551866.43271529,crop_229,1631.0,3011617.270386266
217,OH,2001,RADISHES-ALL CLASSES,0.7892555352,687.980574666127,7166753.6,39,144.0,1032012518.4,8228481.620235,crop_246,0.0,
218,OH,2015,SQUASH-ALL CLASSES,0.88184976,728.450020234723,14696380.8,39,210.0,3086239968.0,11259838.7921959,crop_222,523.0,5901032.443594647
219,OH,2017,APPLES-ALL CLASSES,1.045180921908,1618.77782274383,26711739.0,39,468.0,12501093852.0,26055059.3267099,crop_68,4582.0,2728305.0746398955
220,OH,2017,GRAPES-ALL CLASSES,0.709888284,607.041683528936,4209338.4,39,557.0,2344601488.8,2788703.10288163,crop_69,605.0,3875374.361652893
221,OH,2017,PEACHES-ALL CLASSES,1.89597492,364.225010117361,4290985.05,39,374.0,1604828408.7,7592556.27670665,crop_67,0.0,
222,OR,2017,SWEET CORN-ALL CLASSES,0.17614948956,9672.19749089437,205976127.2,41,310.0,63852599432.0,33860760.4440153,crop_12,0.0,
223,OR,2017,BARLEY-ALL CLASSES,0.13732982991,15378.3893160664,51295774.4,41,3530.0,181074083632.0,6574230.13591788,crop_21,189755.0,954251.9756106558
224,OR,2017,CORN-ALL CLASSES-GRAIN,0.14881186782,17806.5560501821,236942393.6,41,3650.0,864839736640.0,32906278.5152101,crop_1,491281.0,1760376.9261176393
225,OR,2017,OATS-ALL CLASSES,0.18256975455,4046.94455685957,12047450.0,41,3890.0,46864580500.0,2052685.40424884,crop_28,63878.0,733657.6051222644
226,OR,2017,POTATOES-ALL CLASSES,0.17328347784,18575.4755159854,1145093004.0,41,578.0,661863756312.0,185180966.784236,crop_43,169301.0,3909390.7083360404
227,OR,1989,RYE-ALL CLASSES,0.0747996161,1214.08336705787,1905090.0,41,3380.0,6439204200.0,194026.1505503,crop_27,24365.0,264280.90293453727
228,OR,2017,SUGARBEETS-ALL CLASSES,0.0443129022,3682.71954674221,302999790.0,41,700.0,212099853000.0,12530573.6044158,crop_41,51619.0,4108949.2822410353
229,OR,2017,WHEAT-ALL CLASSES,0.18959783772,308781.869688385,1308221869.5,41,3338.0,4366844600391.0,231479862.144608,crop_22,0.0,
230,OR,2015,"BEANS-DRY EDIBLE, INCL CHICKPEAS",0.782641662,3642.25010117361,9389354.4,41,3506.0,32919076526.4,6384484.98182494,crop_42,0.0,
231,OR,2000,CARROTS-ALL CLASSES,0.0795868542,125.455281262647,8164665.0,41,365.0,2980102725.0,986128.647688174,crop_206,26184.0,113813.88347846013
232,OR,2017,CHERRIES-SWEET,1.39993497,5261.02792391744,50711641.5,41,514.0,26065783731.0,66254283.3659761,crop_66,91884.0,283681.4214770798
233,OR,2017,STRAWBERRIES-ALL CLASSES,2.42795285172,890.327802509106,9080911.84,41,301.0,2733354463.84,20576340.516193,crop_221,186.0,14695454.106666667
234,OR,2001,ASPARAGUS-ALL CLASSES,1.17241925592,303.520841764468,1270057.6,41,106.0,134626105.6,2166137.16706646,crop_207,0.0,
235,OR,2001,CAULIFLOWER-ALL CLASSES,0.650364198,101.173613921489,1723649.6,41,98.0,168917660.8,1630741.79624557,crop_244,2878.0,58692.72439193885
236,OR,2014,GARLIC-ALL CLASSES,1.98416196,101.173613921489,544310.4,41,1296.0,705426278.4,826139.810065704,crop_208,10053.0,70170.72300805729
237,OR,2017,SQUASH-ALL CLASSES,0.2557364304,2023.47227842979,68038800.0,41,210.0,14288148000.0,16238565.9823586,crop_222,18714.0,763500.4809233729
238,OR,2017,APPLES-ALL CLASSES,0.487310092282,2023.47227842979,79454952.0,41,468.0,37184917536.0,36134729.2873836,crop_68,17801.0,2088922.9557890007
239,OR,2017,BLUEBERRIES-TAME,2.99883133712,4734.9251315257,50239837.8,41,542.0,27229992087.6,140604331.241881,crop_242,57282.0,475367.3420550958
240,OR,2017,CRANBERRIES-ALL CLASSES,0.5820208416,1133.14447592068,22212400.24,41,451.0,10017792508.24,12065142.5347822,crop_250,0.0,
241,OR,2017,GRAPES-ALL CLASSES,2.45815353,9307.97248077701,69853245.0,41,557.0,38908257465.0,160248517.413995,crop_69,24900.0,1562580.6210843374
242,OR,2008,PEACHES-ALL CLASSES,1.102311,263.051396195872,1451496.0,41,374.0,542859504.0,1497830.13698485,crop_67,85.0,6386582.4
243,OR,2017,PEARS-ALL CLASSES,0.865314135,6029.94738972076,205069169.25,41,513.0,105200483825.25,165604677.821475,crop_77,53911.0,1951373.2600999796
244,OR,2017,CANOLA-ALL CLASSES,0.34921250496,2913.80008093889,5061171.6,41,6420.0,32492721672.0,1649450.4714631,crop_31,21680.0,1498741.7745387454
245,OR,2017,ONIONS-DRY,0.1884953862,9915.01416430595,733163429.2,41,360.0,263938834512.0,128973340.444687,crop_49,130095.0,2028816.1306122448
246,OR,2017,PUMPKINS-ALL CLASSES,0.3351029088,1011.73613921489,20411640.0,41,182.0,3714918480.0,6383436.28272029,crop_229,8887.0,418017.1576459998
247,PA,2015,TOMATOES-ALL CLASSES,1.002690668175,890.327802509106,17644728.8,42,187.0,3299564285.6,15371248.2246608,crop_54,1163.0,2837114.604987102
248,PA,2017,SWEET CORN-ALL CLASSES,0.8509850184,4694.4556859571,33674670.08,42,310.0,10439147724.8,26743835.6018792,crop_12,0.0,
249,PA,2017,BARLEY-ALL CLASSES,0.1423820979,18211.2505058681,68583060.0,42,3530.0,242098201800.0,9113195.26850085,crop_21,12014.0,20151340.253038123
250,PA,2017,CORN-ALL CLASSES-GRAIN,0.15235500753,372318.899231081,3762425744.0,42,3650.0,13732853965600.0,534962205.106836,crop_1,5760461.0,2383985.2340984517
251,PA,2017,OATS-ALL CLASSES,0.24595246179,16187.7782274383,33674800.0,42,3890.0,130994972000.0,7729557.44130513,crop_28,54601.0,2399131.3712203074
252,PA,2015,POTATOES-ALL CLASSES,0.2711688012,2144.88061513557,67313052.8,42,578.0,38906944518.4,15858648.8766751,crop_43,7293.0,5334834.021445221
253,PA,2019,RYE-ALL CLASSES,0.2322724921,5665.7223796034,9246036.8,42,3380.0,31251604384.0,2007972.76437914,crop_27,24266.0,1287876.2212148686
254,PA,2017,SOYBEANS-ALL CLASSES,0.34318678378,244840.145690004,790338120.0,42,4460.0,3524908015200.0,253129006.32096,crop_5,2900160.0,1215418.4649122807
255,PA,2017,WHEAT-ALL CLASSES,0.19143502607,60704.1683528936,293927400.0,42,3338.0,981129661200.0,52512162.6806847,crop_22,0.0,
256,PA,2017,APPLES-ALL CLASSES,0.491720138366,8093.88911371914,239453280.0,42,468.0,112064135040.0,109884697.132526,crop_68,22489.0,4983064.388812308
257,PA,2017,PEACHES-ALL CLASSES,1.30072698,1618.77782274383,19413759.0,42,374.0,7260745866.0,23566452.517257,crop_67,0.0,
258,PA,2015,CABBAGE-ALL CLASSES,0.4695849972,335.896398219344,9434713.6,42,200.0,1886942720.0,3849196.74266547,crop_243,570.0,3310425.8245614036
259,PA,1999,CHERRIES-SWEET,2.8660086,,589670.25,42,514.0,303090508.5,2593394.32070413,crop_66,2087.0,145227.8430761859
260,PA,2017,MELONS-CANTALOUP,0.7253214276,384.459732901659,6250497.76,42,173.0,1081336112.48,4231005.02924947,crop_209,0.0,
261,PA,2015,STRAWBERRIES-ALL CLASSES,4.695849972,242.816673411574,1542212.8,42,301.0,464206052.8,6291956.21397241,crop_221,0.0,
262,PA,2017,PUMPKINS-ALL CLASSES,0.3880138944,2792.3917442331,51641449.2,42,182.0,9398743754.4,18700108.6050638,crop_229,7448.0,1261915.1120300752
263,PA,2008,SORGHUM-ALL CLASSES-GRAIN,0.1179474054,1214.08336705787,2819533.2,42,3290.0,9276264228.0,311320.833429963,crop_4,20889.0,444074.1169036335
264,PA,2017,GRAPES-ALL CLASSES,0.309749391,5261.02792391744,83188864.5,42,557.0,46336197526.5,24047730.0225299,crop_69,60239.0,769205.9550540347
265,PA,2015,PEARS-ALL CLASSES,1.33379631,323.755564548766,1787154.45,42,513.0,916810232.85,2070993.68027803,crop_77,0.0,
266,SC,2016,CUCUMBERS-ALL CLASSES,0.5136774852,526.102792391744,9434713.6,45,146.0,1377468185.6,4661187.2184724,crop_50,0.0,
267,SC,2008,APPLES-ALL CLASSES,0.392494101476,202.347227842979,3174570.0,45,468.0,1485698760.0,1166435.21362754,crop_68,0.0,
268,SC,1999,BARLEY-ALL CLASSES,0.0826734762,809.388911371914,2612688.0,45,3530.0,9222788640.0,331463.41338506,crop_21,602.0,15320246.910299003
269,SC,2017,CORN-ALL CLASSES-GRAIN,0.1732201636,131525.698097936,1122733040.0,45,3650.0,4097975596000.0,181498641.106655,crop_1,1548299.0,2646759.8286894197
270,SC,2017,OATS-ALL CLASSES,0.25077505908,3237.55564548766,5922120.0,45,3890.0,23037046800.0,1385989.61016506,crop_28,14029.0,1642101.8461757787
271,SC,2017,PEANUTS-ALL CLASSES,0.493925161408,47753.9457709429,214056720.0,45,5670.0,1213701602400.0,98670753.9953432,crop_10,375690.0,3230593.3147009504
272,SC,1999,RYE-ALL CLASSES,0.0905469037,8093.88911371914,12700600.0,45,3380.0,42928028000.0,1764735.78023339,crop_27,28789.0,1491126.0550904858
273,SC,2008,SORGHUM-ALL CLASSES-GRAIN,0.1499144592,3237.55564548766,9347641.6,45,3290.0,30753740864.0,1311862.00820938,crop_4,14923.0,2060828.3095892246
274,SC,2017,SOYBEANS-ALL CLASSES,0.34980066184,157830.837717523,403333710.0,45,4460.0,1798868346600.0,131669012.384164,crop_5,1768470.0,1017189.0654633667
275,SC,2008,SWEET POTATOES-ALL CLASSES,0.396832392,202.347227842979,2494756.0,45,619.0,1544253964.0,926782.384571538,crop_46,4990.0,309469.73226452904
276,SC,2017,WHEAT-ALL CLASSES,0.1543238214,30352.0841764468,100016962.5,45,3338.0,333856620825.0,14404727.9266434,crop_22,0.0,
277,SC,2017,MELONS-WATERMELON,0.2689641768,1983.00283286119,97794435.2,45,156.0,15255931891.2,24547485.5601825,crop_48,4991.0,3056688.4173913044
278,SC,2017,TOMATOES-ALL CLASSES,0.73259668812,1133.14447592068,46992131.2,45,187.0,8787528534.4,32128357.4314456,crop_54,0.0,
279,SC,2017,MELONS-CANTALOUP,0.451948002,364.225010117361,12655216.8,45,173.0,2189352506.4,5337728.62851151,crop_209,10.0,218935250.64000002
280,SC,2015,SQUASH-ALL CLASSES,0.5709977196,607.041683528936,7484268.0,45,210.0,1571696280.0,3712879.71284329,crop_222,116.0,13549105.862068966
281,SC,2017,PEACHES-ALL CLASSES,1.8739287,5665.7223796034,9979035.0,45,374.0,3732159090.0,17451792.4153614,crop_67,56163.0,66452.27445115111
282,SC,2015,PECANS-ALL CLASSES,3.57213732804,1263.77984621611,204079.5,45,3662.0,747339129.0,633365.937718634,crop_74,2166.0,345031.91551246535
283,TX,2017,CARROTS-ALL CLASSES,0.231485562,768.919465803318,20683795.2,48,365.0,7549585248.0,4468405.3979042,crop_206,898.0,8407110.521158129
284,TX,2017,CUCUMBERS-ALL CLASSES,0.418878636,2468.63617968434,27669112.0,48,146.0,4039690352.0,10816378.1457205,crop_50,2856.0,1414457.406162465
285,TX,1999,BARLEY-ALL CLASSES,0.0780805053,4046.94455685957,7620340.0,48,3530.0,26899800200.0,913058.939648659,crop_21,34165.0,787349.6326650081
286,TX,2017,CORN-ALL CLASSES-GRAIN,0.1456624103,906515.580736544,7965816320.0,48,3650.0,29075229568000.0,1082869720.53102,crop_1,8398571.0,3461925.792852141
287,TX,2017,OATS-ALL CLASSES,0.29486737716,24281.6673411574,39190500.0,48,3890.0,152451045000.0,10784647.6615138,crop_28,1808638.0,84290.52414026466
288,TX,2017,ORANGES-ALL CLASSES,0.460117130155568,3237.55564548766,52820898.0,48,343.0,18117568014.0,22681543.881335,crop_212,2973.0,6094035.658930373
289,TX,2017,PEANUTS-ALL CLASSES,0.630636590012,84985.835694051,316187172.0,48,5670.0,1792781265240.0,186089488.215688,crop_10,567283.0,3160294.3596758586
290,TX,2017,POTATOES-ALL CLASSES,0.3351029088,9227.03358963982,403334006.4,48,578.0,233127055699.2,126136700.946553,crop_43,11686.0,19949260.285743628
291,TX,2017,RICE-ALL CLASSES,0.2623503036,63941.7239983812,520179305.6,48,3637.0,1891892134467.2,127360006.250557,crop_3,957069.0,1976756.2573515598
292,TX,1999,RYE-ALL CLASSES,0.10826260225,10117.3613921489,11430540.0,48,3380.0,38635225200.0,1899009.15481636,crop_27,136748.0,282528.6307660807
293,TX,2017,SORGHUM-ALL CLASSES-GRAIN,0.1388913372,607041.683528936,2400413400.0,48,3290.0,7897360086000.0,311142711.191462,crop_4,7843364.0,1006884.3019398309
294,TX,2017,SOYBEANS-ALL CLASSES,0.3270195263,74868.4743019021,186290097.5,48,4460.0,830853834850.0,56854112.5788841,crop_5,634430.0,1309606.78853459
295,TX,1997,SUGARBEETS-ALL CLASSES,0.037478574,6070.41683528936,244939950.0,48,700.0,171457965000.0,12277945.1398257,crop_41,481.0,356461465.6964657
296,TX,2017,SUNFLOWER-ALL CLASSES,0.4232878848,17401.8615944962,27754812.0,48,3154.0,87538677048.0,10964089.1553755,crop_6,97482.0,897998.3694220472
297,TX,2015,SWEET POTATOES-ALL CLASSES,0.521866090114286,283.28611898017,3175144.0,48,619.0,1965414136.0,1439625.99372442,crop_46,186.0,10566742.666666666
298,TX,2017,WHEAT-ALL CLASSES,0.14293325363,951031.970861999,1854736325.0,48,3338.0,6191109852850.0,247408084.865623,crop_22,0.0,
299,TX,2017,"BEANS-DRY EDIBLE, INCL CHICKPEAS",0.7628000424,8093.88911371914,9979024.0,48,3506.0,34986458144.0,7103905.99182264,crop_42,0.0,
300,TX,1999,BROCCOLI-ALL CLASSES,0.61090142124,364.225010117361,3175144.0,48,207.0,657254808.0,2976572.12722043,crop_214,0.0,
301,TX,2017,CABBAGE-ALL CLASSES,0.3924231432,2428.16673411574,81646560.0,48,200.0,16329312000.0,29901359.4295845,crop_243,7136.0,2288300.4484304935
302,TX,2001,CELERY-ALL CLASSES,0.33069366,161.877782274383,11793392.0,48,138.0,1627488096.0,5673410.35268307,crop_245,0.0,
303,TX,2017,MELONS-CANTALOUP,0.529109856,809.388911371914,9979024.0,48,173.0,1726371152.0,4927564.84981917,crop_209,707.0,2441826.2404526165
304,TX,2017,MELONS-WATERMELON,0.3284890356,8903.27802509106,289391696.0,48,156.0,45145104576.0,88716698.8169527,crop_48,21631.0,2087055.8261753963
305,TX,2015,SWEET CORN-ALL CLASSES,0.473994246,1699.71671388102,15059254.4,48,310.0,4668368864.0,6201599.48292392,crop_12,0.0,
306,TX,2015,TOMATOES-ALL CLASSES,1.32277464,364.225010117361,3674095.2,48,187.0,687055802.4,4222439.54707345,crop_54,0.0,
307,TX,2017,PEPPERS-CHILE,1.3514347572,971.266693646297,5987414.4,48,292.0,1748325004.8,7551493.13234788,crop_216,7012.0,249333.28648031945
308,TX,2017,SQUASH-ALL CLASSES,1.4043457428,687.980574666127,6939957.6,48,210.0,1457391096.0,9095556.77704974,crop_222,288.0,5060385.75
309,TX,2017,GRAPES-ALL CLASSES,1.78574382,1861.5944961554,10668495.6,48,557.0,5942352049.2,17779550.142435,crop_69,15.0,396156803.28
310,TX,2017,PEACHES-ALL CLASSES,2.7557775,1092.67503035208,2449399.5,48,374.0,916075413.0,6299443.78629356,crop_67,204.0,4490565.75
311,TX,2017,PECANS-ALL CLASSES,4.9613018445,46539.8624038851,22221990.0,48,3662.0,81376927380.0,102890914.686616,crop_74,190198.0,427853.7491456272
312,TX,2017,ONIONS-DRY,0.5445422268,4653.98624038851,135624008.0,48,360.0,48824642880.0,68923380.0859271,crop_49,40914.0,1193348.0686317643
313,TX,2017,PUMPKINS-ALL CLASSES,0.5908393392,1821.12505058681,39802698.0,48,182.0,7244091036.0,21947261.8509844,crop_229,3020.0,2398705.6410596026
314,WA,2017,CARROTS-ALL CLASSES,0.14374151088,2832.8611898017,222260080.0,53,365.0,81124929200.0,29815500.3450801,crop_206,14710.0,5514950.99932019
315,WA,2017,SWEET CORN-ALL CLASSES,0.13492301328,29947.3897207608,704881968.0,53,310.0,218513410080.0,88756641.9562656,crop_12,312641.0,698927.5561426685
316,WA,2017,BARLEY-ALL CLASSES,0.14192280081,34399.0287333064,98084662.0,53,3530.0,346238856860.0,12991272.8187816,crop_21,329193.0,1051780.7391408687
317,WA,2017,"BEANS-DRY EDIBLE, INCL CHICKPEAS",0.6415457004,78915.4188587616,131587039.2,53,3506.0,461344159435.2,78784202.6161685,crop_42,53993.0,8544517.982612561
318,WA,2017,CORN-ALL CLASSES-GRAIN,0.15944128695,32375.5564548766,457221600.0,53,3650.0,1668858840000.0,68033992.8870584,crop_1,962143.0,1734522.664510369
319,WA,2017,OATS-ALL CLASSES,0.15570099822,1618.77782274383,2438520.0,53,3890.0,9485842800.0,354336.710291067,crop_28,35251.0,269094.2895237015
320,WA,2017,POTATOES-ALL CLASSES,0.15256000848,66369.890732497,4500539824.0,53,578.0,2601312018272.0,640772320.462402,crop_43,758432.0,3429855.3044597274
321,WA,2017,WHEAT-ALL CLASSES,0.17820726995,866046.135167948,3878208750.0,53,3338.0,12945460807500.0,644993041.030216,crop_22,0.0,
322,WA,2017,LENTILS-ALL CLASSES,0.6481595736,27114.5285309591,28893810.4,53,3520.0,101706212608.0,17477736.5519779,crop_52,362626.0,280471.37438573077
323,WA,2017,SUGARBEETS-ALL CLASSES,0.0443129022,728.450020234723,78925095.0,53,700.0,55247566500.0,3263951.80713824,crop_41,10666.0,5179783.095818489
324,WA,2017,APRICOTS-ALL CLASSES,1.24561143,404.694455685957,7847150.25,53,446.0,3499829011.5,9122061.22801873,crop_223,425.0,8234891.791764705
325,WA,2017,ASPARAGUS-ALL CLASSES,2.23570960404,1983.00283286119,12002044.32,53,106.0,1272216697.92,25042002.1563968,crop_207,5002.0,254341.60294282288
326,WA,2017,CHERRIES-SWEET,1.99518291,16187.7782274383,238181421.75,53,514.0,122425250779.5,443495307.944502,crop_66,115674.0,1058364.4620182582
327,WA,2017,STRAWBERRIES-ALL CLASSES,2.32543781712,485.633346823148,5170948.8,53,301.0,1556455588.8,11222080.9850223,crop_221,1998.0,779006.8012012012
328,WA,2017,APPLES-ALL CLASSES,0.745297788196,66774.5851881829,3401325000.0,53,468.0,1591820100000.0,2365791099.59703,crop_68,920543.0,1729218.6242250497
329,WA,2017,BLUEBERRIES-TAME,2.163127604202,5544.31404289761,53233003.8,53,542.0,28852288059.6,107463638.91304,crop_242,42400.0,680478.4919716981
330,WA,2017,CRANBERRIES-ALL CLASSES,0.93696537,607.041683528936,6697285.88,53,451.0,3020475931.88,5856266.17011771,crop_250,10088.0,299412.7608921491
331,WA,2017,GRAPES-ALL CLASSES,0.838858671,29542.6952650749,380110515.0,53,557.0,211721556855.0,297575458.704264,crop_69,457931.0,462343.79601948767
332,WA,2017,NECTARINES-ALL CLASSES,1.11333411,404.694455685957,8935772.25,53,400.0,3574308900.0,9284446.89006541,crop_218,23.0,155404734.7826087
