geography,geographic_area_name,total_population,agesex_male_total,agesex_female_total,agesex_male_kids,agesex_male_adults,agesex_female_kids,agesex_female_adults,agesex_kid_total,agesex_adult_total,income_total_population_determined,income_low_income,income_high_income,income_unknown_income,race_total_population_determined,race_black-african_american,race_hispanic-latino,race_white,race_other_race,race_unknown_race
0500000US05137,"Stone County, Arkansas",12364,6098,6266,1310,4788,1288,4978,2598,9766,12271,6523,5748,93,12271,6,236,11237,792,93
0500000US05139,"Union County, Arkansas",39262,19105,20157,5263,13842,5126,15031,10389,28873,38894,14510,24384,368,38894,12789,1586,23488,1031,368
0500000US05141,"Van Buren County, Arkansas",15851,7831,8020,1757,6074,1652,6368,3409,12442,15671,6828,8843,180,15671,115,527,14499,530,180
0500000US05143,"Washington County, Arkansas",242793,122040,120753,35378,86662,33711,87042,69089,173704,234846,78868,155978,7947,234846,7302,41584,158041,27919,7947
0500000US05145,"White County, Arkansas",77075,37713,39362,10601,27112,10169,29193,20770,56305,73527,29552,43975,3548,73527,3169,3406,63768,3184,3548
0500000US05147,"Woodruff County, Arkansas",6333,3063,3270,876,2187,716,2554,1592,4741,6126,2440,3686,207,6126,1765,30,4226,105,207
0500000US05149,"Yell County, Arkansas",20489,10426,10063,2794,7632,2582,7481,5376,15113,20129,7716,12413,360,20129,325,4219,14960,625,360
0500000US06001,"Alameda County, California",1673133,827556,845577,195775,631781,187717,657860,383492,1289641,1646476,293390,1353086,26657,1646476,166864,367352,491799,620461,26657
0500000US06003,"Alpine County, California",1344,731,613,180,551,158,455,338,1006,1344,329,1015,0,1344,8,197,730,409,0
0500000US06005,"Amador County, California",40095,21960,18135,3689,18271,3197,14938,6886,33209,36573,7018,29555,3522,36573,133,4697,28970,2773,3522
0500000US06007,"Butte County, California",217884,108168,109716,26531,81637,25769,83947,52300,165584,212593,73091,139502,5291,212593,3846,36910,149799,22038,5291
0500000US06009,"Calaveras County, California",45349,22574,22775,4286,18288,4182,18593,8468,36881,44927,11989,32938,422,44927,341,5831,35722,3033,422
0500000US06011,"Colusa County, California",21780,11142,10638,3357,7785,3178,7460,6535,15245,21585,7295,14290,195,21585,331,13088,7329,837,195
0500000US06013,"Contra Costa County, California",1161643,571006,590637,148416,422590,142204,448433,290620,871023,1152417,199062,953355,9226,1152417,98816,301247,480220,272134,9226
0500000US06015,"Del Norte County, California",27655,14761,12894,3206,11555,3384,9510,6590,21065,24770,8825,15945,2885,24770,285,4399,15811,4275,2885
0500000US06017,"El Dorado County, California",190568,95205,95363,21412,73793,20408,74955,41820,148748,188914,32804,156110,1654,188914,1495,24862,144542,18015,1654
0500000US06019,"Fresno County, California",1003150,502694,500456,160560,342134,153565,346891,314125,689025,985123,385014,600109,18027,985123,43357,532185,275018,134563,18027
0500000US06021,"Glenn County, California",28675,14549,14126,4470,10079,4102,10024,8572,20103,28368,10013,18355,307,28368,89,12164,14291,1824,307
0500000US06023,"Humboldt County, California",137014,68404,68610,15662,52742,15296,53314,30958,106056,133833,49979,83854,3181,133833,1571,15941,97212,19109,3181
0500000US06025,"Imperial County, California",180051,92689,87362,29053,63636,28117,59245,57170,122881,169729,73301,96428,10322,169729,2678,146452,16683,3916,10322
0500000US06027,"Inyo County, California",18804,9546,9258,2426,7120,1934,7324,4360,14444,18421,4006,14415,383,18421,68,4336,11111,2906,383
0500000US06029,"Kern County, California",905644,465839,439805,147454,318385,140917,298888,288371,617273,874826,355769,519057,30818,874826,42584,479886,284920,67436,30818
0500000US06031,"Kings County, California",151887,83872,68015,23261,60611,22181,45834,45442,106445,137175,51402,85773,14712,137175,6606,77434,43348,9787,14712
0500000US06033,"Lake County, California",67749,34056,33693,8133,25923,7489,26204,15622,52127,66317,23540,42777,1432,66317,1545,14815,44997,4960,1432
0500000US06035,"Lassen County, California",32949,21361,11588,3233,18128,2744,8844,5977,26972,23043,6879,16164,9906,23043,552,2012,18573,1906,9906
0500000US06037,"Los Angeles County, California",10019635,4963728,5055907,1240886,3722842,1183953,3871954,2424839,7594796,9861892,2907180,6954712,157743,9861892,772518,4821985,2503108,1764281,157743
0500000US06039,"Madera County, California",156304,76011,80293,24417,51594,22931,57362,47348,108956,147824,56540,91284,8480,147824,3254,88460,48466,7644,8480
0500000US06041,"Marin County, California",262387,129144,133243,29449,99695,28508,104735,57957,204430,257160,38059,219101,5227,257160,5039,41468,181006,29647,5227
0500000US06043,"Mariposa County, California",17225,8815,8410,1606,7209,1445,6965,3051,14174,16999,5128,11871,226,16999,127,2061,13309,1502,226
0500000US06045,"Mendocino County, California",91534,45524,46010,10941,34583,10722,35288,21663,69871,90015,30939,59076,1519,90015,562,23677,57294,8482,1519
0500000US06047,"Merced County, California",279150,141706,137444,48205,93501,45151,92293,93356,185794,272659,106943,165716,6491,272659,7189,167200,71063,27207,6491
0500000US06049,"Modoc County, California",8723,4388,4335,905,3483,970,3365,1875,6848,8490,3254,5236,233,8490,133,1212,6629,516,233
0500000US06051,"Mono County, California",13291,7284,6007,1591,5693,1305,4702,2896,10395,13147,2848,10299,144,13147,15,3570,8455,1107,144
0500000US06053,"Monterey County, California",438953,224295,214658,65261,159034,63191,151467,128452,310501,422014,123824,298190,16939,422014,8071,254891,121382,37670,16939
0500000US06055,"Napa County, California",138795,69540,69255,16377,53163,15615,53640,31992,106803,135811,24681,111130,2984,135811,2441,47487,69433,16450,2984
0500000US06057,"Nevada County, California",102090,50577,51513,9957,40620,9362,42151,19319,82771,100880,24021,76859,1210,100880,340,9835,84626,6079,1210
0500000US06059,"Orange County, California",3182923,1578692,1604231,399718,1178974,381503,1222728,781221,2401702,3145848,668530,2477318,37075,3145848,52996,1068547,1230924,793381,37075
0500000US06061,"Placer County, California",400330,196912,203418,50621,146291,47676,155742,98297,302033,396956,57284,339672,3374,396956,6207,57889,279397,53463,3374
0500000US06063,"Plumas County, California",19631,9913,9718,2074,7839,1858,7860,3932,15699,19293,5188,14105,338,19293,318,1832,16021,1122,338
0500000US06065,"Riverside County, California",2409331,1207397,1201934,344827,862570,329941,871993,674768,1734563,2369118,652387,1716731,40213,2369118,151546,1192424,790811,234337,40213
0500000US06067,"Sacramento County, California",1571767,772808,798959,209030,563778,199108,599851,408138,1163629,1550537,426498,1124039,21230,1550537,146743,369028,667504,367262,21230
0500000US06069,"San Benito County, California",63329,32006,31323,9278,22728,8865,22458,18143,45186,62921,11879,51042,408,62921,588,38290,20416,3627,408
0500000US06071,"San Bernardino County, California",2171071,1085601,1085470,325533,760068,308947,776523,634480,1536591,2117955,665477,1452478,53116,2117955,164798,1162609,560093,230455,53116
0500000US06073,"San Diego County, California",3296317,1668164,1628153,414001,1254163,390059,1238094,804060,2492257,3213232,735342,2477890,83085,3213232,150613,1107470,1414614,540535,83085
0500000US06075,"San Francisco County, California",865933,443653,422280,66845,376808,65366,356914,132211,733722,852231,162231,690000,13702,852231,43704,129574,334375,344578,13702
0500000US06077,"San Joaquin County, California",771406,386257,385149,118865,267392,112410,272739,231275,540131,753690,219248,534442,17716,753690,50436,320924,221104,161226,17716
0500000US06079,"San Luis Obispo County, California",282771,143643,139128,32174,111469,31463,107665,63637,219134,267267,60544,206723,15504,267267,2641,62693,182030,19903,15504
0500000US06081,"San Mateo County, California",762488,379626,382862,87647,291979,82714,300148,170361,592127,756587,101201,655386,5901,756587,17283,182059,285904,271341,5901
0500000US06083,"Santa Barbara County, California",447651,225014,222637,61879,163135,60879,161758,122758,324893,426632,121990,304642,21019,426632,7455,200934,184879,33364,21019
0500000US06085,"Santa Clara County, California",1932022,983824,948198,240159,743665,226822,721376,466981,1465041,1901844,267343,1634501,30178,1901844,45579,475689,565461,815115,30178
0500000US06087,"Santa Cruz County, California",272138,135431,136707,33007,102424,32672,104035,65679,206459,260154,59448,200706,11984,260154,2555,88738,148644,20217,11984
0500000US06089,"Shasta County, California",181935,89941,91994,22544,67397,21002,70992,43546,138389,178903,53760,125143,3032,178903,1942,19028,139925,18008,3032
0500000US06091,"Sierra County, California",3079,1441,1638,246,1195,331,1307,577,2502,3052,663,2389,27,3052,1,345,2666,40,27
0500000US06093,"Siskiyou County, California",44151,22218,21933,5230,16988,4676,17257,9906,34245,43752,15255,28497,399,43752,726,5778,32837,4411,399
0500000US06095,"Solano County, California",451432,225879,225553,56879,169000,53752,171801,110631,340801,440522,84615,355907,10910,440522,56483,121188,161375,101476,10910
0500000US06097,"Sonoma County, California",492498,241898,250600,55497,186401,53512,197088,109009,383489,485874,88494,397380,6624,485874,7235,133531,300618,44490,6624
0500000US06099,"Stanislaus County, California",550842,274365,276477,84518,189847,80780,195697,165298,385544,546308,172391,373917,4534,546308,16162,262606,215917,51623,4534
0500000US06101,"Sutter County, California",99080,49778,49302,14777,35001,13411,35891,28188,70892,98017,30433,67584,1063,98017,1838,31282,43195,21702,1063
0500000US06103,"Tehama County, California",65345,32530,32815,8630,23900,8185,24630,16815,48530,64517,23186,41331,828,64517,529,16964,42914,4110,828
0500000US06105,"Trinity County, California",15818,8079,7739,1532,6547,1375,6364,2907,12911,15620,6477,9143,198,15620,73,1102,12513,1932,198
0500000US06107,"Tulare County, California",470999,236425,234574,81639,154786,77766,156808,159405,311594,464801,193319,271482,6198,464801,7674,306290,124832,26005,6198
0500000US06109,"Tuolumne County, California",55243,28755,26488,5117,23638,5040,21448,10157,45086,51712,11165,40547,3531,51712,265,6109,42358,2980,3531
0500000US06111,"Ventura County, California",845255,420600,424655,109903,310697,105497,319158,215400,629855,832745,176837,655908,12510,832745,14643,360241,368449,89412,12510
0500000US06113,"Yolo County, California",216703,105368,111335,29166,76202,29866,81469,59032,157671,209165,61470,147695,7538,209165,5369,67642,95647,40507,7538
0500000US06115,"Yuba County, California",80404,40701,39703,12441,28260,11787,27916,24228,56176,78774,25641,53133,1630,78774,2729,23304,41387,11354,1630
0500000US08001,"Adams County, Colorado",514969,261357,253612,75860,185497,72130,181482,147990,366979,510494,119626,390868,4475,510494,17099,209586,245932,37877,4475
0500000US08003,"Alamosa County, Colorado",16377,8270,8107,2580,5690,2450,5657,5030,11347,15402,6011,9391,975,15402,317,7290,7278,517,975
0500000US08005,"Arapahoe County, Colorado",651621,324950,326671,85831,239119,81028,245643,166859,484762,645068,116303,528765,6553,645068,70508,128362,377530,68668,6553
0500000US08007,"Archuleta County, Colorado",13267,6710,6557,1366,5344,1251,5306,2617,10650,13155,3602,9553,112,13155,40,2448,9959,708,112
0500000US08009,"Baca County, Colorado",3519,1740,1779,425,1315,382,1397,807,2712,3432,1632,1800,87,3432,22,403,2860,147,87
0500000US08011,"Bent County, Colorado",5861,3652,2209,482,3170,489,1720,971,4890,4227,1981,2246,1634,4227,27,1411,2363,426,1634
0500000US08013,"Boulder County, Colorado",328713,166140,162573,38837,127303,37465,125108,76302,252411,316936,62474,254462,11777,316936,2735,44192,243929,26080,11777
0500000US08014,"Broomfield County, Colorado",72697,36491,36206,9211,27280,8629,27577,17840,54857,72321,7545,64776,376,72321,1017,9352,54647,7305,376
0500000US08015,"Chaffee County, Colorado",19436,10074,9362,1688,8386,1568,7794,3256,16180,18074,5042,13032,1362,18074,0,1593,15791,690,1362
0500000US08017,"Cheyenne County, Colorado",1691,859,832,231,628,269,563,500,1191,1653,410,1243,38,1653,0,196,1339,118,38
0500000US08019,"Clear Creek County, Colorado",9427,4779,4648,752,4027,780,3868,1532,7895,9286,1508,7778,141,9286,127,664,8127,368,141
0500000US08021,"Conejos County, Colorado",7579,3820,3759,1035,2785,1053,2706,2088,5491,7541,3678,3863,38,7541,37,3899,3375,230,38
0500000US08023,"Costilla County, Colorado",3517,1869,1648,309,1560,314,1334,623,2894,3517,1601,1916,0,3517,0,2128,1165,224,0
0500000US08025,"Crowley County, Colorado",6018,4039,1979,804,3235,601,1378,1405,4613,4909,2112,2797,1109,4909,27,1572,2792,518,1109
0500000US08027,"Custer County, Colorado",4720,2248,2472,437,1811,458,2014,895,3825,4713,956,3757,7,4713,81,377,4179,76,7
0500000US08029,"Delta County, Colorado",31133,15664,15469,3524,12140,3307,12162,6831,24302,29897,9610,20287,1236,29897,274,4440,24254,929,1236
0500000US08031,"Denver County, Colorado",706799,355765,351034,76001,279764,74282,276752,150283,556516,694983,164976,530007,11816,694983,61976,205032,374925,53050,11816
0500000US08033,"Dolores County, Colorado",2288,1263,1025,214,1049,96,929,310,1978,2288,467,1821,0,2288,0,282,1835,171,0
0500000US08035,"Douglas County, Colorado",351929,176879,175050,50522,126357,47377,127673,97899,254030,350509,25492,325017,1420,350509,5226,32226,281609,31448,1420
0500000US08037,"Eagle County, Colorado",55693,29779,25914,7305,22474,6281,19633,13586,42107,55431,11978,43453,262,55431,497,16180,36087,2667,262
0500000US08039,"Elbert County, Colorado",25897,13139,12758,3120,10019,3004,9754,6124,19773,25794,3365,22429,103,25794,51,2017,22030,1696,103
0500000US08041,"El Paso County, Colorado",722736,366641,356095,100217,266424,93656,262439,193873,528863,703302,156077,547225,19434,703302,42271,125595,476910,58526,19434
0500000US08043,"Fremont County, Colorado",49007,28637,20370,4463,24174,4173,16197,8636,40371,38339,11918,26421,10668,38339,160,3397,33657,1125,10668
0500000US08045,"Garfield County, Colorado",61221,31391,29830,8626,22765,8241,21589,16867,44354,60295,12477,47818,926,60295,241,17697,39964,2393,926
0500000US08047,"Gilpin County, Colorado",5812,3074,2738,539,2535,417,2321,956,4856,5718,850,4868,94,5718,36,554,4901,227,94
0500000US08049,"Grand County, Colorado",15629,8355,7274,1550,6805,1458,5816,3008,12621,15578,3253,12325,51,15578,125,1491,13064,898,51
0500000US08051,"Gunnison County, Colorado",16851,9262,7589,2128,7134,1429,6160,3557,13294,16037,4492,11545,814,16037,70,1524,13812,631,814
0500000US08053,"Hinsdale County, Colorado",858,389,469,53,336,50,419,103,755,858,169,689,0,858,9,43,737,69,0
0500000US08055,"Huerfano County, Colorado",6787,3470,3317,792,2678,564,2753,1356,5431,6628,2269,4359,159,6628,2,2234,4047,345,159
0500000US08057,"Jackson County, Colorado",1375,740,635,123,617,119,516,242,1133,1370,452,918,5,1370,9,110,1234,17,5
0500000US08059,"Jefferson County, Colorado",580130,291263,288867,65007,226256,61082,227785,126089,454041,571357,84391,486966,8773,571357,6110,89303,440545,35399,8773
0500000US08061,"Kiowa County, Colorado",1414,691,723,232,459,156,567,388,1026,1385,448,937,29,1385,0,59,1305,21,29
0500000US08063,"Kit Carson County, Colorado",7071,3637,3434,1082,2555,831,2603,1913,5158,6989,2376,4613,82,6989,3,1306,5371,309,82
0500000US08065,"Lake County, Colorado",7417,3881,3536,670,3211,912,2624,1582,5835,7304,1539,5765,113,7304,0,2218,4481,605,113
0500000US08067,"La Plata County, Colorado",55673,28002,27671,6203,21799,5972,21699,12175,43498,53769,12177,41592,1904,53769,207,6964,42178,4420,1904
0500000US08069,"Larimer County, Colorado",354670,177485,177185,41626,135859,40465,136720,82091,272579,345329,72850,272479,9341,345329,3181,40944,281876,19328,9341
0500000US08071,"Las Animas County, Colorado",14531,7647,6884,1565,6082,1446,5438,3011,11520,13931,5263,8668,600,13931,70,5791,7296,774,600
0500000US08073,"Lincoln County, Colorado",5630,3270,2360,578,2692,586,1774,1164,4466,3840,1220,2620,1790,3840,9,248,3465,118,1790
0500000US08075,"Logan County, Colorado",21765,12117,9648,2789,9328,2374,7274,5163,16602,20905,6941,13964,860,20905,81,3607,15854,1363,860
0500000US08077,"Mesa County, Colorado",154685,76817,77868,19297,57520,18380,59488,37677,117008,151047,40566,110481,3638,151047,1072,22240,121524,6211,3638
0500000US08079,"Mineral County, Colorado",794,378,416,32,346,79,337,111,683,794,192,602,0,794,12,11,727,44,0
0500000US08081,"Moffat County, Colorado",13240,6710,6530,1858,4852,1763,4767,3621,9619,13121,4197,8924,119,13121,80,2119,10401,521,119
0500000US08083,"Montezuma County, Colorado",25916,12955,12961,3360,9595,2803,10158,6163,19753,25735,8352,17383,181,25735,252,3317,18398,3768,181
0500000US08085,"Montrose County, Colorado",42328,21193,21135,5248,15945,4669,16466,9917,32411,41904,10977,30927,424,41904,115,8760,31444,1585,424
0500000US08087,"Morgan County, Colorado",28868,14888,13980,4317,10571,3949,10031,8266,20602,28452,8677,19775,416,28452,893,10450,16237,872,416
0500000US08089,"Otero County, Colorado",18665,9120,9545,2441,6679,2725,6820,5166,13499,18229,7842,10387,436,18229,190,7834,9313,892,436
0500000US08091,"Ouray County, Colorado",4850,2445,2405,415,2030,324,2081,739,4111,4840,734,4106,10,4840,94,98,4459,189,10
0500000US08093,"Park County, Colorado",17384,9169,8215,1453,7716,1429,6786,2882,14502,17171,2882,14289,213,17171,30,1085,15178,878,213
0500000US08095,"Phillips County, Colorado",4497,2285,2212,648,1637,731,1481,1379,3118,4426,1469,2957,71,4426,0,1414,2973,39,71
0500000US08097,"Pitkin County, Colorado",17471,9338,8133,1975,7363,1360,6773,3335,14136,17414,1684,15730,57,17414,15,1843,14092,1464,57
0500000US08099,"Prowers County, Colorado",11966,6095,5871,1929,4166,1577,4294,3506,8460,11573,4342,7231,393,11573,67,4619,6598,289,393
0500000US08101,"Pueblo County, Colorado",167453,82853,84600,21555,61298,20630,63970,42185,125268,163654,57242,106412,3799,163654,2798,71647,83054,6155,3799
0500000US08103,"Rio Blanco County, Colorado",6495,3341,3154,987,2354,763,2391,1750,4745,6163,1791,4372,332,6163,6,666,5121,370,332
0500000US08105,"Rio Grande County, Colorado",11476,6063,5413,1816,4247,1047,4366,2863,8613,11314,3230,8084,162,11314,17,5045,5794,458,162
0500000US08107,"Routt County, Colorado",24899,12972,11927,2509,10463,2434,9493,4943,19956,24653,4369,20284,246,24653,67,1690,21049,1847,246
0500000US08109,"Saguache County, Colorado",6369,3223,3146,745,2478,630,2516,1375,4994,6346,2490,3856,23,6346,78,2273,3710,285,23
0500000US08111,"San Juan County, Colorado",698,377,321,59,318,44,277,103,595,698,209,489,0,698,0,113,578,7,0
0500000US08113,"San Miguel County, Colorado",8084,4385,3699,878,3507,633,3066,1511,6573,8046,2026,6020,38,8046,18,897,6849,282,38
0500000US08115,"Sedgwick County, Colorado",2459,1299,1160,343,956,320,840,663,1796,2424,876,1548,35,2424,13,480,1837,94,35
0500000US08117,"Summit County, Colorado",31042,16786,14256,2855,13931,2723,11533,5578,25464,30854,6341,24513,188,30854,39,4543,24593,1679,188
0500000US08119,"Teller County, Colorado",24607,12517,12090,2316,10201,2189,9901,4505,20102,24508,4913,19595,99,24508,187,1805,21004,1512,99
0500000US08121,"Washington County, Colorado",4834,2573,2261,652,1921,523,1738,1175,3659,4560,1298,3262,274,4560,61,443,3993,63,274
0500000US08123,"Weld County, Colorado",322424,163656,158768,47835,115821,46056,112712,93891,228533,315304,71995,243309,7120,315304,3930,94908,202974,13492,7120
